Gene_symbol,log2FC_RNA,log2FC_Protein,RNA_diff,Protein_diff,RNA_protein_diff,diff_colour,Final_colour
IQCB1,0.8427954508433717,-0.5323675497735998,No,No,1.3751630006169715,Big,grey
IQCE,0.24515545704088737,0.6454798528013104,No,No,-0.400324395760423,Small,grey
IQCJ-SCHIP1,0.42564800433976124,-0.24506325153450526,No,No,0.6707112558742665,Small,grey
IQGAP1,0.16370649992746256,-1.890181523324996,No,Down,2.0538880232524583,Big,ltblue
IQGAP2,-0.7651592787702934,-1.260378671908411,No,Down,0.49521939313811747,Small,ltblue
IQSEC1,-0.7251768555948854,0.01726879956901861,No,No,-0.742445655163904,Small,grey
IQSEC2,0.2974784767737737,2.1394903259805247,No,Up,-1.842011849206751,Big,ltblue
IQSEC3,-0.6163308565760275,0.6066696620347258,No,No,-1.2230005186107533,Big,grey
IREB2,0.47073325582954784,-0.1070855801748305,No,No,0.5778188360043783,Small,grey
IRF2BP1,0.5298453164955044,-0.03139248419040541,No,No,0.5612378006859098,Small,grey
IRF2BP2,-0.1610018161836937,-0.3334764840511948,No,No,0.1724746678675011,Small,grey
IRF2BPL,1.1103300336438426,0.22877965966661584,Up,No,0.8815503739772268,Small,blue
IRF3,-0.5043878904842045,-1.4744521579294387,No,Down,0.9700642674452342,Small,ltblue
IRGQ,-0.058753998168489474,0.7148672084089434,No,No,-0.7736212065774328,Small,grey
IRS1,2.072161628777292,2.055938752916809,Up,Up,0.016222875860482766,Small,yellow
IRS2,-0.030283859193486862,0.20738949323022737,No,No,-0.23767335242371423,Small,grey
ISCA1,-0.08624286222046429,-0.08093879871545795,No,No,-0.00530406350500634,Small,grey
ISCA2,-0.09897263376795928,-0.7532033610699393,No,No,0.6542307273019801,Small,grey
ISCU,0.04885600467689777,0.21925798808830343,No,No,-0.17040198341140567,Small,grey
ISG15,-3.455994333736231,-2.3705919599574914,Down,Down,-1.0854023737787397,Big,orange
ISG20L2,0.6491314939508073,-0.3516845961857653,No,No,1.0008160901365726,Big,grey
ISLR,-1.9004694627894243,1.4062405510416855,Down,Up,-3.30671001383111,Big,red
ISLR2,3.837583168323069,2.229564076738704,Up,Up,1.6080190915843646,Big,orange
ISOC1,-1.325619191499344,-0.2930454299999994,Down,No,-1.0325737614993447,Big,blue
ISOC2,-0.4075067055897845,-1.0795856080146073,No,Down,0.6720789024248228,Small,ltblue
ISPD,0.08748936504057014,0.6000693931113643,No,No,-0.5125800280707942,Small,grey
IST1,0.7104573568386336,0.5146804385487762,No,No,0.19577691828985744,Small,grey
ISY1,0.31370973719134265,-0.5080336222882345,No,No,0.8217433594795771,Small,grey
ISYNA1,0.4691563730294881,0.9750937549412431,No,No,-0.505937381911755,Small,grey
ITCH,0.1803487056022688,0.06572931930305792,No,No,0.11461938629921087,Small,grey
ITFG1,-0.3838329859734495,0.0358481680445788,No,No,-0.4196811540180283,Small,grey
ITGA1,-1.0444411112586525,-0.6793373654898609,Down,No,-0.36510374576879157,Small,blue
ITGA2,-0.10595926809604572,-0.22966679516999022,No,No,0.1237075270739445,Small,grey
ITGA3,-0.8811620187506997,0.30195118944187094,No,No,-1.1831132081925706,Big,grey
ITGA5,-0.9022298334725001,0.3824696368224134,No,No,-1.2846994702949135,Big,grey
ITGA6,-2.063180923069471,-0.1310890463650285,Down,No,-1.9320918767044426,Big,blue
ITGA7,-0.6699724464695089,-0.6490795795994275,No,No,-0.020892866870081406,Small,grey
ITGA8,-3.071922335951993,-0.33257533908687087,Down,No,-2.7393469968651223,Big,blue
ITGA9,1.7710147285587923,3.4114871845019876,Up,Up,-1.6404724559431954,Big,orange
ITGAV,-1.8036360891385654,-0.2850577440293307,Down,No,-1.5185783451092347,Big,blue
ITGB1,0.06595619241836781,-0.25333597171117894,No,No,0.31929216412954675,Small,grey
ITGB1BP1,-0.11500385876398456,0.012982720150862548,No,No,-0.1279865789148471,Small,grey
ITGB2,-2.7419768556310062,-1.4346146235306705,Down,Down,-1.3073622321003358,Big,orange
ITGB3,-0.5701490110006993,-1.007763400119683,No,Down,0.43761438911898365,Small,ltblue
ITGB4,-4.5157421295476325,0.011972641666075923,Down,No,-4.5277147712137085,Big,blue
ITGB5,-2.013528240211232,0.36179547800186374,Down,No,-2.3753237182130955,Big,blue
ITGB8,0.051551875761032484,-0.2262185623683024,No,No,0.2777704381293349,Small,grey
ITIH1,NA,0.5880814458788386,NA,No,NA,NA,NA
ITIH2,-0.5897123526433776,1.3157023643697627,No,Up,-1.9054147170131404,Big,ltblue
ITIH4,-0.5316295358020722,-0.5803752312255042,No,No,0.04874569542343199,Small,grey
ITIH5,-1.6493671843657793,0.014110712353152977,Down,No,-1.6634778967189323,Big,blue
ITM2A,-0.972626312960235,-0.13467747967117205,No,No,-0.837948833289063,Small,grey
ITM2B,-1.3485346571319683,0.021328509440511567,Down,No,-1.3698631665724799,Big,blue
ITM2C,-0.830567145602437,0.36118453782237836,No,No,-1.1917516834248154,Big,grey
ITPA,0.17514177154200272,0.09419645670578092,No,No,0.0809453148362218,Small,grey
ITPK1,0.035286125267290025,0.739601256083807,No,No,-0.704315130816517,Small,grey
ITPKC,0.37442008025078843,0.4871291224012424,No,No,-0.11270904215045396,Small,grey
ITPR1,1.747936565656719,1.191137194389757,Up,Up,0.5567993712669619,Small,yellow
ITPR2,-0.9919569356015914,-0.30625118864706025,No,No,-0.6857057469545311,Small,grey
ITPR3,-0.9445962180831114,-0.07247937512065672,No,No,-0.8721168429624547,Small,grey
ITPRID2,NA,-0.36528446408174364,NA,No,NA,NA,NA
ITSN1,0.2595410662832558,1.0029057311754102,No,Up,-0.7433646648921544,Small,ltblue
ITSN2,0.4607620203999428,0.5618788876081151,No,No,-0.10111686720817231,Small,grey
IVD,-0.17288725434010566,-0.568303019519135,No,No,0.3954157651790293,Small,grey
IVNS1ABP,1.0946180827838443,0.1288173830287489,Up,No,0.9658006997550954,Small,blue
IWS1,0.30683559124449333,-0.5402993628906145,No,No,0.8471349541351079,Small,grey
JADE1,NA,-1.3736872240274396,NA,Down,NA,NA,NA
JAG1,-1.3113338326936506,-0.895492046684156,Down,No,-0.4158417860094945,Small,blue
JAGN1,0.2497702283461396,-0.21424438718729721,No,No,0.4640146155334368,Small,grey
JAK1,-1.1013370552834791,-0.277647063332882,Down,No,-0.8236899919505971,Small,blue
JAK2,-0.34552528328516724,-0.06975891711410132,No,No,-0.2757663661710659,Small,grey
JAKMIP1,0.7732624592978827,0.5159907223508107,No,No,0.25727173694707206,Small,grey
JAKMIP2,0.555173048578693,0.14814991257939703,No,No,0.40702313599929596,Small,grey
JAKMIP3,-0.2719031639526074,0.23821475883970056,No,No,-0.5101179227923079,Small,grey
JAM2,-0.32659399639624076,0.6949933236908894,No,No,-1.0215873200871302,Big,grey
JAM3,0.3512325117548958,-0.13334442175220396,No,No,0.48457693350709974,Small,grey
JCAD,NA,-0.4562888713293969,NA,No,NA,NA,NA
JMJD1C,1.0533784208043557,-0.1627794464215011,Up,No,1.2161578672258568,Big,blue
JMJD6,0.8403493477166486,0.42067964585562034,No,No,0.41966970186102825,Small,grey
JMJD7,0.6312041676697913,0.9902322237511791,No,No,-0.3590280560813879,Small,grey
JMY,0.6456607725160048,0.8719081445710746,No,No,-0.22624737205506973,Small,grey
JOSD1,0.5859362953608458,0.5224738139255622,No,No,0.06346248143528355,Small,grey
JPH1,1.8158089265778894,0.16532924702753782,Up,No,1.6504796795503516,Big,blue
JPH3,0.06495246640175445,0.7509189764278883,No,No,-0.6859665100261338,Small,grey
JPH4,0.40329879106092026,0.19434938415464487,No,No,0.2089494069062754,Small,grey
JPT1,NA,0.8056813864601384,NA,No,NA,NA,NA
JPT2,NA,-0.2966681908464075,NA,No,NA,NA,NA
JRKL,0.007748565644051464,-0.5510151687978184,No,No,0.5587637344418699,Small,grey
JUND,-0.24856234080520956,-0.8530740498551888,No,No,0.6045117090499792,Small,grey
JUP,0.8742646718400926,0.9350814325374532,No,No,-0.06081676069736064,Small,grey
KALRN,0.8660738211428498,0.5660585429962737,No,No,0.30001527814657614,Small,grey
KANK2,-2.6466574001867444,-0.0927103738147741,Down,No,-2.5539470263719704,Big,blue
KANK3,-0.178896534910578,-0.561258240129888,No,No,0.38236170521931,Small,grey
KANSL1,NA,-0.8534389916231984,NA,No,NA,NA,NA
KANSL2,NA,-1.3388019134517584,NA,Down,NA,NA,NA
KANSL3,NA,-0.9926522718619113,NA,No,NA,NA,NA
KARS,0.12710899138346488,-0.3897670707262293,No,No,0.5168760621096942,Small,grey
KAT2A,-0.07043477507553586,0.9109261088436753,No,No,-0.9813608839192112,Small,grey
KAT5,0.7413898548393654,-0.42876035907917487,No,No,1.1701502139185402,Big,grey
KAT6A,0.49205494803612826,-0.6067372222547673,No,No,1.0987921702908956,Big,grey
KAT6B,1.0656658407032322,-0.5936056535535741,Up,No,1.6592714942568063,Big,blue
KAT7,0.1946344755517666,-1.0015239944156011,No,Down,1.1961584699673677,Big,ltblue
KAT8,0.9642330882393684,-0.6390699060606071,No,No,1.6033029942999755,Big,grey
KATNA1,1.117813039716993,-0.7861384361479082,Up,No,1.9039514758649012,Big,blue
KATNAL1,-0.43751340791897575,0.8172446720430706,No,No,-1.2547580799620464,Big,grey
KATNB1,0.6426533684855107,0.501056792362192,No,No,0.14159657612331866,Small,grey
KATNBL1,NA,0.0068973599466701785,NA,No,NA,NA,NA
KAZN,1.4968793777449925,1.7980376621342113,Up,Up,-0.3011582843892189,Small,yellow
KBTBD11,1.2258007529376869,1.2021386715368791,Up,Up,0.023662081400807722,Small,yellow
KBTBD2,0.9703531882385987,0.9103555360241771,No,No,0.05999765221442166,Small,grey
KBTBD4,0.8003604927076107,0.48958445264389727,No,No,0.3107760400637134,Small,grey
KBTBD6,0.5430941623499077,0.7588357562197512,No,No,-0.21574159386984348,Small,grey
KCMF1,-0.19487850803376405,0.43236800486268745,No,No,-0.6272465128964515,Small,grey
KCNA3,0.4400036326733876,-0.14937762403822674,No,No,0.5893812567116143,Small,grey
KCNAB2,-0.5836161510468092,-0.5740687033704717,No,No,-0.009547447676337528,Small,grey
KCNB2,-0.043319251200106934,-0.39525488708830636,No,No,0.3519356358881994,Small,grey
KCND2,-2.032579768057019,-0.3074211615164657,Down,No,-1.7251586065405533,Big,blue
KCND3,-1.7935301720191483,-0.25422035706334967,Down,No,-1.5393098149557987,Big,blue
KCNIP1,-1.3813303212412982,-0.9821802622546052,Down,No,-0.399150058986693,Small,blue
KCNIP2,-2.1055366955193193,-1.356792358242891,Down,Down,-0.7487443372764284,Small,yellow
KCNIP4,-0.5049687963164962,-0.3067006406937942,No,No,-0.19826815562270195,Small,grey
KCNK10,-0.5785597611747173,0.16788252513802338,No,No,-0.7464422863127407,Small,grey
KCNMA1,-1.0075468557787728,-0.33418324679400424,Down,No,-0.6733636089847685,Small,blue
KCNN3,-1.7645663969068703,-0.4419158829549916,Down,No,-1.3226505139518787,Big,blue
KCNQ2,-1.028113549419885,1.2610307072850784,Down,Up,-2.2891442567049634,Big,red
KCNQ3,-0.7944759065773255,1.7951802081115016,No,Up,-2.589656114688827,Big,ltblue
KCTD1,0.26992973573938306,-1.1835163728765803,No,Down,1.4534461086159634,Big,ltblue
KCTD10,0.6146689084597781,-0.252404990402888,No,No,0.8670738988626661,Small,grey
KCTD12,-0.2605561349456753,1.0494774277867585,No,Up,-1.3100335627324338,Big,ltblue
KCTD13,1.0975234916333916,0.2363586005004512,Up,No,0.8611648911329404,Small,blue
KCTD15,1.6533475897716636,-0.11776695042211394,Up,No,1.7711145401937776,Big,blue
KCTD16,-0.619488027531937,-0.40083901245821174,No,No,-0.21864901507372525,Small,grey
KCTD18,0.6122971024077859,-0.2766041043778724,No,No,0.8889012067856583,Small,grey
KCTD21,-0.15167043378367095,0.7472624834204096,No,No,-0.8989329172040805,Small,grey
KCTD3,-0.068837263271317,0.10350457575385974,No,No,-0.17234183902517675,Small,grey
KCTD8,-0.12251394490005785,-1.2813569157710472,No,Down,1.1588429708709893,Big,ltblue
KDELC1,-0.2576228468177414,-0.4801722981077905,No,No,0.2225494512900491,Small,grey
KDELC2,-0.5002760244483464,-1.5144177016252431,No,Down,1.0141416771768967,Big,ltblue
KDM1A,0.8668590708424873,-0.9298817025510466,No,No,1.7967407733935339,Big,grey
KDM1B,-0.13582849769319916,-0.3067995243473902,No,No,0.17097102665419106,Small,grey
KDM2A,0.334235467836435,-1.0061001995364176,No,Down,1.3403356673728526,Big,ltblue
KDM2B,1.2617147814216685,-0.26003815337387426,Up,No,1.5217529347955427,Big,blue
KDM3A,0.4369254954414772,-1.6757279646443384,No,Down,2.1126534600858156,Big,ltblue
KDM3B,0.5990665737552705,-0.9688271736975693,No,No,1.5678937474528398,Big,grey
KDM4A,0.892645810906401,-0.3161357927066941,No,No,1.2087816036130952,Big,grey
KDM4B,0.42858581570728926,0.12337441726249132,No,No,0.30521139844479794,Small,grey
KDM5A,0.8657397476758193,-0.6055967745547193,No,No,1.4713365222305386,Big,grey
KDM5B,1.1147076982369586,-0.09102082466952233,Up,No,1.205728522906481,Big,blue
KDM5C,0.925249830944149,-0.26140624383305067,No,No,1.1866560747771997,Big,grey
KDM6A,0.7597051136875416,-0.7531704660226879,No,No,1.5128755797102293,Big,grey
KDSR,-0.14940759917898183,-0.5496343161202786,No,No,0.40022671694129675,Small,grey
KEAP1,0.7776233632918546,-0.41051068338754604,No,No,1.1881340466794006,Big,grey
KHDC4,NA,-0.23066711488825042,NA,No,NA,NA,NA
KHDRBS1,0.4928155917305945,-0.5171932481159267,No,No,1.0100088398465212,Big,grey
KHDRBS2,-0.04136154237728018,2.0795652721161666,No,Up,-2.1209268144934468,Big,ltblue
KHDRBS3,1.9449978196897724,2.122240995139901,Up,Up,-0.17724317545012847,Small,yellow
KHK,0.24528896226747232,-0.20786980557874735,No,No,0.45315876784621967,Small,grey
KHNYN,0.3315891297616149,-0.5528738630443026,No,No,0.8844629928059176,Small,grey
KHSRP,-0.008928840057205178,-0.6608223454070057,No,No,0.6518935053498005,Small,grey
KIAA0100,0.5508931717784815,-0.3826588258126371,No,No,0.9335519975911186,Small,grey
KIAA0319,0.6305214947458428,1.4660647109697447,No,Up,-0.8355432162239018,Small,ltblue
KIAA0319L,-0.6111324475810731,-0.1434064466224223,No,No,-0.4677260009586508,Small,grey
KIAA0355,0.630069639504057,-1.1483918398926711,No,Down,1.7784614793967282,Big,ltblue
KIAA0391,-0.08359589077060159,-1.0597547425204228,No,Down,0.9761588517498212,Small,ltblue
KIAA0513,0.6225243062842671,1.5279800591176098,No,Up,-0.9054557528333427,Small,ltblue
KIAA0556,0.3197960069369039,-0.21871335467363284,No,No,0.5385093616105368,Small,grey
KIAA0895L,0.09780607893622673,0.32512658255489324,No,No,-0.22732050361866651,Small,grey
KIAA0930,-0.33118012139182973,0.9601349587119099,No,No,-1.2913150801037396,Big,grey
KIAA1109,-0.08548035402885312,0.39999046339813127,No,No,-0.4854708174269844,Small,grey
KIAA1143,-0.5501168757032135,-1.1036317234129882,No,Down,0.5535148477097747,Small,ltblue
KIAA1191,0.5441151816406284,-0.091099070227596,No,No,0.6352142518682244,Small,grey
KIAA1211,0.43240458625964884,0.42266612615859067,No,No,0.009738460101058166,Small,grey
KIAA1217,1.0595785667260205,0.4359681571484444,Up,No,0.6236104095775761,Small,blue
KIAA1324,2.0529044955038347,0.8534513366470575,Up,No,1.1994531588567772,Big,blue
KIAA1324L,-0.8524068749598613,-0.7388982067002052,No,No,-0.11350866825965611,Small,grey
KIAA1549,0.8235904923829578,0.12299464637490232,No,No,0.7005958460080555,Small,grey
KIAA1549L,NA,1.178840130719136,NA,Up,NA,NA,NA
KIAA1671,-2.0499995240175948,-0.8708305408527925,Down,No,-1.1791689831648022,Big,blue
KIAA1841,-0.47272437685982527,0.2429767534925409,No,No,-0.7157011303523662,Small,grey
KIAA2013,0.25876700802353936,-0.38135437302255504,No,No,0.6401213810460944,Small,grey
KIDINS220,1.2704082008279158,0.6675124434086435,Up,No,0.6028957574192724,Small,blue
KIF11,-0.3371685569436479,-3.4530876456507196,No,Down,3.115919088707072,Big,ltblue
KIF13A,-0.6907120413953011,-1.3334237337251915,No,Down,0.6427116923298904,Small,ltblue
KIF13B,-0.12510818100168022,-1.1053400658753496,No,Down,0.9802318848736694,Small,ltblue
KIF15,0.34198974865950604,-1.5395718420328723,No,Down,1.8815615906923784,Big,ltblue
KIF1A,-1.3640797922609442,0.6189185494400533,Down,No,-1.9829983417009975,Big,blue
KIF1B,-0.3050349056550985,-0.35500741797570967,No,No,0.04997251232061117,Small,grey
KIF1BP,NA,-0.43948141384216477,NA,No,NA,NA,NA
KIF1C,-0.6196966601558669,-0.5581112810717244,No,No,-0.06158537908414252,Small,grey
KIF21A,-0.03202506874977917,0.40381071484671516,No,No,-0.43583578359649433,Small,grey
KIF21B,0.18572806981092782,1.0401895367768024,No,Up,-0.8544614669658745,Small,ltblue
KIF22,0.6028576448222571,-3.908670602053804,No,Down,4.511528246876061,Big,ltblue
KIF26B,-0.7111887789331425,-0.3014270647703343,No,No,-0.40976171416280815,Small,grey
KIF2A,0.31998813458204856,0.39293531638391954,No,No,-0.07294718180187099,Small,grey
KIF3A,-0.5131167709863571,0.7078529869463388,No,No,-1.220969757932696,Big,grey
KIF3B,-0.4211891616245538,0.9612875232594451,No,No,-1.3824766848839989,Big,grey
KIF3C,0.3175438074873984,-0.08004470638909389,No,No,0.3975885138764923,Small,grey
KIF4A,-0.6239323666776272,-3.270007329223766,No,Down,2.646074962546139,Big,ltblue
KIF5A,-0.368566752698662,-0.1442449403556374,No,No,-0.22432181234302462,Small,grey
KIF5B,0.29129183057817,-0.28503859601185155,No,No,0.5763304265900215,Small,grey
KIF5C,-0.12350107389407139,1.2085070030966492,No,Up,-1.3320080769907205,Big,ltblue
KIF7,0.008627547333203145,-0.622632918687211,No,No,0.6312604660204142,Small,grey
KIFAP3,0.3078186347341356,0.814953136879776,No,No,-0.5071345021456404,Small,grey
KIFC1,0.5091786606248572,-3.8661333062005543,No,Down,4.375311966825412,Big,ltblue
KIFC2,-0.8255740058390408,0.2413237876978096,No,No,-1.0668977935368504,Big,grey
KIFC3,0.650393417801252,0.8018728570411886,No,No,-0.15147943923993656,Small,grey
KIN,0.37314269480492146,-0.6000842559016668,No,No,0.9732269507065883,Small,grey
KIRREL1,NA,0.25811619804743824,NA,No,NA,NA,NA
KIRREL3,-0.0837727162505768,2.9035702373169072,No,Up,-2.987342953567484,Big,ltblue
KIT,-0.40473533118603067,3.73113989810364,No,Up,-4.13587522928967,Big,ltblue
KITLG,-4.751381965782244,-1.9103627875153233,Down,Down,-2.8410191782669205,Big,orange
KLC1,-0.14835597617518026,0.5928575143538328,No,No,-0.7412134905290131,Small,grey
KLC2,0.07423867850344035,0.5705257030032556,No,No,-0.4962870244998152,Small,grey
KLC3,-1.292220337133619,-3.5809494382145326,Down,Down,2.2887291010809134,Big,orange
KLC4,0.27328843931549995,-0.1253548470594339,No,No,0.39864328637493385,Small,grey
KLF12,-0.002518612404479814,-0.7497546554346757,No,No,0.7472360430301959,Small,grey
KLHL11,1.083439206596601,0.16297421126605371,Up,No,0.9204649953305473,Small,blue
KLHL14,5.766755943672523,4.210272779443524,Up,Up,1.5564831642289993,Big,orange
KLHL15,0.4810985456457425,0.022026306329999024,No,No,0.4590722393157435,Small,grey
KLHL2,0.48225557598346347,0.652689078417672,No,No,-0.17043350243420852,Small,grey
KLHL22,0.7369905381711885,0.5569515030425336,No,No,0.18003903512865493,Small,grey
KLHL25,1.1623255090269904,0.6503234493242429,Up,No,0.5120020597027475,Small,blue
KLHL26,0.7431922400545177,1.4063915211003426,No,Up,-0.6631992810458249,Small,ltblue
KLHL29,0.6573478126830348,1.046761590877244,No,Up,-0.3894137781942093,Small,ltblue
KLHL5,-2.279050747246204,0.9218767755323638,Down,No,-3.2009275227785676,Big,blue
KLHL7,0.7668592587524308,-0.44376921782215994,No,No,1.2106284765745907,Big,grey
KLHL8,1.163816780721275,-0.028289044431423882,Up,No,1.1921058251526988,Big,blue
KLHL9,0.34131263685676716,-0.057860186958896165,No,No,0.3991728238156633,Small,grey
KMT2A,NA,-1.042906946841505,NA,Down,NA,NA,NA
KMT2B,NA,-0.7477521493924426,NA,No,NA,NA,NA
KMT2C,NA,-0.7872901320608916,NA,No,NA,NA,NA
KMT2D,NA,-0.31836147986717034,NA,No,NA,NA,NA
KMT2E,NA,-0.3049676631275444,NA,No,NA,NA,NA
KNDC1,-0.8764932023627914,1.0556480295499142,No,Up,-1.9321412319127056,Big,ltblue
KNG1,-Inf,-0.02649304585644252,Down,No,-Inf,Big,blue
KPNA1,0.338667446646725,0.35503777879259424,No,No,-0.01637033214586925,Small,grey
KPNA2,-0.25835574769688296,-0.9698733320315593,No,No,0.7115175843346764,Small,grey
KPNA3,0.30407971891590124,0.9188204207460817,No,No,-0.6147407018301805,Small,grey
KPNA4,-0.12091946593340985,0.10479027297411214,No,No,-0.225709738907522,Small,grey
KPNA5,-0.25777060804434404,0.6526493082327303,No,No,-0.9104199162770743,Small,grey
KPNA6,0.2630837637193437,0.08206329799852519,No,No,0.18102046572081854,Small,grey
KPNB1,0.1064476682260409,-0.22624436651068613,No,No,0.33269203473672704,Small,grey
KPTN,0.25711032087674335,-0.46224938328477627,No,No,0.7193597041615196,Small,grey
KRAS,-0.3049110956033547,0.9786518370248842,No,No,-1.283562932628239,Big,grey
KRI1,0.4858910632801141,-1.2525329577775874,No,Down,1.7384240210577016,Big,ltblue
KRIT1,0.4345620342707841,-0.6988498791740145,No,No,1.1334119134447986,Big,grey
KRR1,-0.02745859339811263,-0.791666073794902,No,No,0.7642074803967893,Small,grey
KSR1,0.45956774594500605,0.7201627005778359,No,No,-0.2605949546328299,Small,grey
KTI12,1.016262782821126,0.5011412980242165,Up,No,0.5151214847969094,Small,blue
KTN1,-0.01388778043453831,-0.18963065707493243,No,No,0.17574287664039412,Small,grey
KYAT1,NA,0.09820015386203274,NA,No,NA,NA,NA
KYAT3,NA,-0.6088669731845009,NA,No,NA,NA,NA
L1CAM,0.5162374682505408,2.1327366163990362,No,Up,-1.6164991481484954,Big,ltblue
L2HGDH,-0.18272875294413068,-0.05474296459443195,No,No,-0.12798578834969873,Small,grey
L3MBTL3,1.0832510937189936,0.08257166681777228,Up,No,1.0006794269012214,Big,blue
LACTB,-0.3101374174916425,0.2006248896986751,No,No,-0.5107623071903176,Small,grey
LACTB2,-1.7215671251679894,-0.9871187087032673,Down,No,-0.734448416464722,Small,blue
LAGE3,0.6584231617406333,-0.38991333116947047,No,No,1.0483364929101038,Big,grey
LAMA1,-1.0229668083838066,-1.5283274794522388,Down,Down,0.5053606710684322,Small,yellow
LAMA2,-0.5166640157151017,-0.8629651457976912,No,No,0.34630113008258956,Small,grey
LAMA4,-1.8102353033023095,-0.3967248217301247,Down,No,-1.4135104815721848,Big,blue
LAMA5,-0.7326908535045611,-0.7434593562517069,No,No,0.010768502747145803,Small,grey
LAMB1,-0.47124361906177104,-0.48188175719956305,No,No,0.01063813813779202,Small,grey
LAMB2,-1.7972749510763093,-0.7726008000594202,Down,No,-1.024674151016889,Big,blue
LAMC1,-0.23408442108983563,-0.5642947595859269,No,No,0.33021033849609127,Small,grey
LAMC3,-1.1857905774199202,NA,Down,NA,NA,NA,NA
LAMP1,-0.9268847289458058,-0.31414794818265257,No,No,-0.6127367807631532,Small,grey
LAMP2,-0.8710464274877496,-0.3180643058295063,No,No,-0.5529821216582433,Small,grey
LAMTOR1,0.15124632176043384,-0.05982985790072881,No,No,0.21107617966116266,Small,grey
LAMTOR2,-0.4826576191343852,-0.22316577704560636,No,No,-0.25949184208877885,Small,grey
LAMTOR3,-2.6917446816776547e-4,0.12667979911590077,No,No,-0.12694897358406854,Small,grey
LAMTOR5,NA,-0.2969273590216739,NA,No,NA,NA,NA
LANCL1,0.2911386769290605,-0.24835483092932442,No,No,0.5394935078583849,Small,grey
LANCL2,-0.630231727833714,-0.5010465055569089,No,No,-0.12918522227680507,Small,grey
LAP3,-0.4430729599935308,0.003823945438137244,No,No,-0.44689690543166805,Small,grey
LARP1,-0.37379394569386015,0.08347911342737468,No,No,-0.45727305912123484,Small,grey
LARP1B,0.3011354841307943,0.5018212654209107,No,No,-0.20068578129011638,Small,grey
LARP4,-0.22707592892223816,-0.591512773226218,No,No,0.3644368443039798,Small,grey
LARP4B,0.5802849880009724,0.042450371809369614,No,No,0.5378346161916028,Small,grey
LARP6,0.11780053982915462,1.441690225148756,No,Up,-1.3238896853196014,Big,ltblue
LARP7,-0.3697560066343266,-0.9355213082249385,No,No,0.5657653015906119,Small,grey
LARS,0.48938412733449965,-0.2423404550420898,No,No,0.7317245823765894,Small,grey
LARS2,-0.3438698665070774,-0.7658467141533354,No,No,0.421976847646258,Small,grey
LAS1L,0.6301378142876612,-0.11353643394550339,No,No,0.7436742482331646,Small,grey
LASP1,0.10413211825269375,0.24528322087570942,No,No,-0.14115110262301567,Small,grey
LATS1,0.2853801126030655,0.09267583713325589,No,No,0.19270427546980962,Small,grey
LBH,0.5651472926486298,0.6243500935713024,No,No,-0.059202800922672605,Small,grey
LBR,0.6109861680872171,-1.3671131652947217,No,Down,1.9780993333819388,Big,ltblue
LCLAT1,-0.06657907157907492,0.3425666370368212,No,No,-0.40914570861589616,Small,grey
LCMT1,-0.14520368211583712,0.2956969045343687,No,No,-0.4409005866502058,Small,grey
LCMT2,1.020786382458609,-0.16635838642211986,Up,No,1.1871447688807288,Big,blue
LCOR,0.1998326845435523,-1.0551415541924611,No,Down,1.2549742387360134,Big,ltblue
LCP1,-1.925453079268395,-1.3633495799581272,Down,Down,-0.5621034993102678,Small,yellow
LDAH,NA,-0.30387344551648,NA,No,NA,NA,NA
LDB1,1.5571934338662974,0.4197241142531798,Up,No,1.1374693196131176,Big,blue
LDHA,-0.9593276662144441,-0.2649928904314116,No,No,-0.6943347757830325,Small,grey
LDHB,0.20228652325338636,-0.34339601122295704,No,No,0.5456825344763434,Small,grey
LDLR,0.3330002570499031,0.06509502822188473,No,No,0.26790522882801837,Small,grey
LEMD2,0.22447742357221534,-0.5006272316161073,No,No,0.7251046551883227,Small,grey
LEMD3,0.5282852046723829,-0.09992552295474333,No,No,0.6282107276271263,Small,grey
LENG1,0.37905872566794363,-0.256521098875119,No,No,0.6355798245430626,Small,grey
LENG8,0.49042749280730735,-0.8033668198887165,No,No,1.2937943126960239,Big,grey
LENG9,0.7688097767242668,1.087889232576301,No,Up,-0.31907945585203423,Small,ltblue
LEO1,0.6557080013901788,-0.44934314797758645,No,No,1.1050511493677653,Big,grey
LETM1,0.4630810998769239,0.2203674984128643,No,No,0.24271360146405963,Small,grey
LETMD1,0.4062161261564432,-0.24906037179852802,No,No,0.6552764979549712,Small,grey
LGALS1,-2.6080565826304385,-0.8795850631384603,Down,No,-1.7284715194919782,Big,blue
LGALS3,-0.44322019308863425,0.8519160470972711,No,No,-1.2951362401859052,Big,grey
LGALS3BP,-1.0889093396330063,-0.19520118534334685,Down,No,-0.8937081542896594,Small,blue
LGALS8,0.7753972252075219,1.8467574367941761,No,Up,-1.0713602115866543,Big,ltblue
LGALSL,0.15093527039450993,0.7721449303356209,No,No,-0.621209659941111,Small,grey
LGI1,0.08469350797331598,0.2468513876124545,No,No,-0.16215787963913852,Small,grey
LGI4,-2.645480773422805,1.7754120295548494,Down,Up,-4.420892802977654,Big,red
LGMN,-0.39428463044327877,-0.1598949858496992,No,No,-0.23438964459357958,Small,grey
LHFPL2,0.04197519728605825,4.850072463608674,No,Up,-4.808097266322616,Big,ltblue
LHFPL4,0.12669441745837018,0.8511400727200655,No,No,-0.7244456552616954,Small,grey
