Gene_symbol,log2FC_RNA,log2FC_Protein,RNA_diff,Protein_diff,RNA_protein_diff,diff_colour,Final_colour
FARSA,0.5086404864277965,0.37936762254024714,No,No,0.12927286388754933,Small,grey
FARSB,0.015204096566514558,0.41001522877219543,No,No,-0.39481113220568087,Small,grey
FASN,0.48001206692664944,1.3194907282215862,No,Up,-0.8394786612949368,Small,ltblue
FASTKD1,1.0534242862884693,0.0873957531970877,Up,No,0.9660285330913816,Small,blue
FASTKD2,0.19177366548375452,-0.2752091197798956,No,No,0.4669827852636501,Small,grey
FASTKD5,0.6257613741355192,0.10549312884731421,No,No,0.520268245288205,Small,grey
FAT1,-1.8354775054398402,-1.2680800593836583,Down,Down,-0.5673974460561819,Small,yellow
FAT3,-1.5926556364436555,0.7687599843502753,Down,No,-2.361415620793931,Big,blue
FAT4,3.117866479613443,4.753196926266616,Up,Up,-1.6353304466531733,Big,orange
FAU,0.5606001463551786,-0.3396559806659454,No,No,0.900256127021124,Small,grey
FAXC,NA,0.13089406685095106,NA,No,NA,NA,NA
FBL,1.7671575655782608,-0.733706452953772,Up,No,2.5008640185320328,Big,blue
FBLIM1,-0.11879661353498427,0.4146131147954515,No,No,-0.5334097283304358,Small,grey
FBLL1,0.34107881764149894,0.5348213834663316,No,No,-0.19374256582483262,Small,grey
FBLN1,1.769933082754545,-0.5817431352695444,Up,No,2.3516762180240893,Big,blue
FBLN2,1.0172104210488537,-0.18220333122074983,Up,No,1.1994137522696036,Big,blue
FBLN5,-3.516279050193238,-2.323863299793076,Down,Down,-1.192415750400162,Big,orange
FBN2,-0.17945947626169056,0.8901223822276263,No,No,-1.0695818584893169,Big,grey
FBXL15,-0.06422686549777801,0.251674543669246,No,No,-0.31590140916702403,Small,grey
FBXL16,-0.4372298623883557,0.31108118136593976,No,No,-0.7483110437542955,Small,grey
FBXL17,-1.0941004356000414,-1.0739033615211762,Down,Down,-0.020197074078865285,Small,yellow
FBXL18,-0.6054201815486107,0.3962510302685516,No,No,-1.0016712118171622,Big,grey
FBXL19,-0.6978641224923541,-0.02054737740408541,No,No,-0.6773167450882687,Small,grey
FBXL2,-0.733964515445765,0.6135372556279934,No,No,-1.3475017710737585,Big,grey
FBXL20,0.6649034411755421,0.29807475396974503,No,No,0.3668286872057971,Small,grey
FBXO11,0.2313495926425535,-0.3625700793847084,No,No,0.5939196720272619,Small,grey
FBXO2,-0.8105145623649381,-0.14537381105842861,No,No,-0.6651407513065095,Small,grey
FBXO21,0.9498541734984167,0.6137142841025351,No,No,0.3361398893958816,Small,grey
FBXO22,0.238201652845488,0.17347320794889498,No,No,0.06472844489659302,Small,grey
FBXO28,0.5179979936880925,-0.7062136554277787,No,No,1.2242116491158712,Big,grey
FBXO3,0.347221466131167,-0.2406428140123147,No,No,0.5878642801434817,Small,grey
FBXO30,0.4478113212187025,1.3278216067945934,No,Up,-0.8800102855758909,Small,ltblue
FBXO31,0.5233953811342542,0.514573172829758,No,No,0.008822208304496204,Small,grey
FBXO38,0.6376718367061436,0.43219222031791027,No,No,0.2054796163882333,Small,grey
FBXO4,0.4414352981549432,0.4260046456162243,No,No,0.015430652538718892,Small,grey
FBXO41,-0.48776009574272017,0.2702487830836606,No,No,-0.7580088788263808,Small,grey
FBXO42,0.6254188434015509,0.9166846789074157,No,No,-0.2912658355058648,Small,grey
FBXO44,-0.18905385181314838,0.7452674047577723,No,No,-0.9343212565709207,Small,grey
FBXO45,0.30764246103076376,0.0015188929715552746,No,No,0.3061235680592085,Small,grey
FBXO6,0.06689442805576373,0.2902756444204906,No,No,-0.22338121636472685,Small,grey
FBXO7,-0.036979847701161805,-0.7154163504941131,No,No,0.6784365027929513,Small,grey
FBXW11,0.1409870049219233,0.09799843841251565,No,No,0.04298856650940763,Small,grey
FBXW9,-0.3104813774817252,-0.02203752178962226,No,No,-0.28844385569210296,Small,grey
FCER1G,-4.067391737065701,-0.5114581170607373,Down,No,-3.5559336200049634,Big,blue
FCGRT,-2.0436868337565635,-0.8347514857671605,Down,No,-1.208935347989403,Big,blue
FCHO2,0.8350746108427793,0.5336156207209353,No,No,0.3014589901218441,Small,grey
FCHSD1,-1.982000696586553,-0.8803297693373837,Down,No,-1.1016709272491694,Big,blue
FCHSD2,-0.008981615069409532,0.5949479267875759,No,No,-0.6039295418569854,Small,grey
FDFT1,1.2044503107112874,0.029647973370815706,Up,No,1.1748023373404717,Big,blue
FDPS,0.322090196635604,0.6474597897522099,No,No,-0.32536959311660585,Small,grey
FDXR,0.6871409871676548,-0.6581397670476345,No,No,1.3452807542152894,Big,grey
FECH,-0.46845891707681075,-0.3842752455081566,No,No,-0.08418367156865414,Small,grey
FEM1A,0.7459845120019533,-0.043022848506267586,No,No,0.7890073605082208,Small,grey
FEM1B,0.16763978906397448,0.33549683543978315,No,No,-0.16785704637580867,Small,grey
FEN1,0.11542418775657426,-1.638646752023467,No,Down,1.7540709397800414,Big,ltblue
FER,0.33856597347406114,0.505061537723865,No,No,-0.16649556424980383,Small,grey
FERMT1,-1.0141578254912664,-2.1876270031757707,Down,Down,1.1734691776845043,Big,orange
FERMT2,0.0014923637113533061,0.34511436227290915,No,No,-0.34362199856155584,Small,grey
FERMT3,-1.3329090688749126,-1.3166928038721384,Down,Down,-0.016216265002774177,Small,yellow
FEZ1,0.9519094070721561,-0.21336770747373635,No,No,1.1652771145458924,Big,grey
FGA,NA,-1.2750285619880355,NA,Down,NA,NA,NA
FGB,NA,-1.4141541605422905,NA,Down,NA,NA,NA
FGD1,0.17693456852578215,0.2005355921336598,No,No,-0.023601023607877636,Small,grey
FGD3,1.8631690072622757,-2.0002603155924294,Up,Down,3.863429322854705,Big,red
FGD4,0.1168766382326949,0.9103326632753017,No,No,-0.7934560250426068,Small,grey
FGF12,1.1381020640984292,2.6027691583320918,Up,Up,-1.4646670942336626,Big,orange
FGF13,-0.4928085082034075,1.1245281400515603,No,Up,-1.6173366482549678,Big,ltblue
FGFBP3,-0.045001965617885276,1.4450524792641266,No,Up,-1.4900544448820119,Big,ltblue
FGFR1,-0.3001849274982862,-1.0531765985677728,No,Down,0.7529916710694866,Small,ltblue
FGFR1OP,0.1447293445976665,-0.5798496359684577,No,No,0.7245789805661242,Small,grey
FGFR1OP2,-0.2437831375677929,0.057177657908745516,No,No,-0.3009607954765384,Small,grey
FGFR2,0.14191597916600107,-1.1717632200484749,No,Down,1.313679199214476,Big,ltblue
FGG,NA,-1.1908489753265012,NA,Down,NA,NA,NA
FH,-0.09220732783493713,-0.08095224933463818,No,No,-0.011255078500298943,Small,grey
FHDC1,0.19401138819601638,0.22593442595541013,No,No,-0.03192303775939376,Small,grey
FHIT,-1.8049417858083723,-0.30942512268253086,Down,No,-1.4955166631258414,Big,blue
FHL3,-0.8079003912927152,0.23720541598193456,No,No,-1.0451058072746497,Big,grey
FHOD1,-2.638393826989361,-1.4256594986453006,Down,Down,-1.2127343283440606,Big,orange
FHOD3,0.104717302874203,1.2040461071123296,No,Up,-1.0993288042381266,Big,ltblue
FIBP,0.2923274604384014,0.3986733143272616,No,No,-0.1063458538888602,Small,grey
FIG4,-0.48479835822228434,0.02470227153278337,No,No,-0.5095006297550677,Small,grey
FIP1L1,0.01896342761430514,-0.6503414471827984,No,No,0.6693048747971035,Small,grey
FIS1,0.032778526907971894,-0.6927870788791779,No,No,0.7255656057871498,Small,grey
FKBP10,-1.7111502129778444,-1.1732060923286696,Down,Down,-0.5379441206491749,Small,yellow
FKBP14,-1.5864136951304797,-1.3604022427019977,Down,Down,-0.22601145242848197,Small,yellow
FKBP15,0.38529583371317566,-0.23029949929803273,No,No,0.6155953330112084,Small,grey
FKBP2,-1.6295639845424956,-0.48587959718404505,Down,No,-1.1436843873584506,Big,blue
FKBP3,-0.627339178432333,-0.034032755358543554,No,No,-0.5933064230737894,Small,grey
FKBP4,0.31255840641171506,-0.24551987573658351,No,No,0.5580782821482986,Small,grey
FKBP5,0.6594939266538786,-1.0312744864135688,No,Down,1.6907684130674474,Big,ltblue
FKBP7,1.1045818272195354,-0.05419385547452471,Up,No,1.15877568269406,Big,blue
FKBP8,-0.10721605121873168,-0.479345418835992,No,No,0.37212936761726034,Small,grey
FKBP9,0.23617461131545792,-0.08822413559347275,No,No,0.32439874690893067,Small,grey
FKBPL,0.3305360276995424,-0.37071516829354945,No,No,0.7012511959930918,Small,grey
FLAD1,0.472257681107489,-0.20912566658361342,No,No,0.6813833476911024,Small,grey
FLCN,-0.029480794523176312,0.3549347345403575,No,No,-0.3844155290635338,Small,grey
FLJ45252,NA,-1.5767436664596826,NA,Down,NA,NA,NA
FLNA,0.04783687425871497,-1.7994396402127872,No,Down,1.8472765144715022,Big,ltblue
FLNB,-0.24884888693308532,-0.32257613692757303,No,No,0.07372724999448771,Small,grey
FLNC,-3.2965301989181564,-3.0420923272897546,Down,Down,-0.2544378716284017,Small,yellow
FLOT1,0.018295804715863895,0.7101052505517167,No,No,-0.6918094458358528,Small,grey
FLOT2,-0.10719833450940985,0.7788123786789125,No,No,-0.8860107131883224,Small,grey
FLRT2,2.3616623379481303,0.9704234200601203,Up,No,1.39123891788801,Big,blue
FLRT3,2.2962163308087273,0.33342373372519196,Up,No,1.9627925970835354,Big,blue
FLT1,-1.0963431931952494,0.4071012393550806,Down,No,-1.50344443255033,Big,blue
FLVCR1,-0.24979906042259614,-0.24010800898428641,No,No,-0.009691051438309728,Small,grey
FLYWCH2,0.15902639494425408,-0.06296116470849,No,No,0.22198755965274408,Small,grey
FMC1,NA,-1.2836778772493123,NA,Down,NA,NA,NA
FMN2,0.5728388145202583,0.050818302831938666,No,No,0.5220205116883196,Small,grey
FMNL1,-0.8496728452297244,1.6965661687963438,No,Up,-2.5462390140260682,Big,ltblue
FMNL2,0.5600147913956564,1.8566801495885876,No,Up,-1.2966653581929313,Big,ltblue
FMNL3,0.12428789168383791,-1.158400864643201,No,Down,1.2826887563270388,Big,ltblue
FMO1,0.3108919796680514,0.9045804349213173,No,No,-0.593688455253266,Small,grey
FMOD,-2.083964915889155,0.4020984435713455,Down,No,-2.4860633594605006,Big,blue
FMR1,-0.2476313941982604,0.04689562522446167,No,No,-0.2945270194227221,Small,grey
FN1,-0.8568913854948301,0.8318772411916733,No,No,-1.6887686266865034,Big,grey
FN3K,0.31579586512468216,0.734778780067316,No,No,-0.41898291494263384,Small,grey
FN3KRP,0.39149164845378603,0.42447462232153654,No,No,-0.03298297386775051,Small,grey
FNBP1,-0.23116923016025392,0.0954023675147333,No,No,-0.3265715976749872,Small,grey
FNBP1L,0.2904125399907169,-0.0400556439606774,No,No,0.3304681839513943,Small,grey
FNBP4,0.6492491576944537,-0.5144065702496441,No,No,1.1636557279440978,Big,grey
FNDC3A,-0.4351011245988925,-0.4076688240933013,No,No,-0.0274323005055912,Small,grey
FNIP1,0.5277345998582643,-0.03320704538991848,No,No,0.5609416452481828,Small,grey
FNIP2,0.27944620520115016,1.4181434101466652,No,Up,-1.138697204945515,Big,ltblue
FNTA,0.5422304989228395,-0.27860387611996984,No,No,0.8208343750428093,Small,grey
FNTB,-0.12221021186405112,-0.20566151155726864,No,No,0.08345129969321752,Small,grey
FOCAD,NA,0.06768279734633609,NA,No,NA,NA,NA
FOXG1,5.88061451826797,0.04188358946756132,Up,No,5.838730928800409,Big,blue
FOXJ2,0.4059428486947092,-0.5037545997208106,No,No,0.9096974484155198,Small,grey
FOXJ3,0.8027886237941084,-0.326234650446084,No,No,1.1290232742401924,Big,grey
FOXK1,-0.5676512405083298,0.0829123309764146,No,No,-0.6505635714847444,Small,grey
FOXK2,0.5675881900476667,-0.5321368616802342,No,No,1.099725051727901,Big,grey
FOXO1,-2.843514399196936,-4.429590411912243,Down,Down,1.5860760127153073,Big,orange
FOXO3,0.7779805499358043,-0.1555951381820373,No,No,0.9335756881178416,Small,grey
FOXO3B,-0.008781110082949128,1.2110548774021668,No,Up,-1.219835987485116,Big,ltblue
FOXRED1,0.47309148546318003,-0.6247884812143454,No,No,1.0978799666775254,Big,grey
FPGT,-0.3868028788712983,-0.017134043055017756,No,No,-0.3696688358162805,Small,grey
FRA10AC1,0.04617236728646201,-0.4403732828216125,No,No,0.4865456501080745,Small,grey
FRAS1,-2.3207449926084642,-0.8120196487254656,Down,No,-1.5087253438829986,Big,blue
FRG1,0.716831985986039,-0.684359542401495,No,No,1.401191528387534,Big,grey
FRMD3,1.5077783279674075,1.3048545815284207,Up,Up,0.2029237464389868,Small,yellow
FRMD4A,0.17611311951234532,1.675650372397909,No,Up,-1.4995372528855637,Big,ltblue
FRMD4B,3.784071959163461,2.849846219470744,Up,Up,0.9342257396927169,Small,yellow
FRMD5,-0.11080024674117195,-0.3661688094882791,No,No,0.2553685627471072,Small,grey
FRMD8,0.3644067194236216,-1.1848238778216507,No,Down,1.5492305972452722,Big,ltblue
FRMPD4,0.8641425403630414,1.587127734567309,No,Up,-0.7229851942042675,Small,ltblue
FRS2,0.10013210554143281,-0.16760635433865456,No,No,0.2677384598800874,Small,grey
FRY,-0.6780488792542823,0.2515888162593267,No,No,-0.929637695513609,Small,grey
FRYL,0.7949277357091369,-1.210805270693836,No,Down,2.0057330064029726,Big,ltblue
FRZB,0.8720760487828403,3.3793936758859395,No,Up,-2.5073176271030992,Big,ltblue
FSCN1,0.9345513286518736,0.4565734195347062,No,No,0.4779779091171674,Small,grey
FSD1,-0.33394836215808077,0.8398214253609559,No,No,-1.1737697875190367,Big,grey
FSD1L,0.49355495024097884,1.5994983606632651,No,Up,-1.1059434104222863,Big,ltblue
FSTL1,0.05889119075426574,-0.24864865665513936,No,No,0.3075398474094051,Small,grey
FSTL5,1.5939637918888243,2.101393619771497,Up,Up,-0.5074298278826728,Small,yellow
FTH1,-0.18045707643164022,0.41275113581951217,No,No,-0.5932082122511524,Small,grey
FTL,0.4305215584110673,-0.22506655563477285,No,No,0.6555881140458402,Small,grey
FTO,0.0978929881981756,-0.0051094288908757335,No,No,0.10300241708905133,Small,grey
FTSJ1,0.8781937898355445,-0.07892237522942214,No,No,0.9571161650649667,Small,grey
FTSJ3,0.28401654229740814,-0.6779667179126427,No,No,0.9619832602100509,Small,grey
FUBP1,0.9327817224094912,-0.11249088838656363,No,No,1.0452726107960548,Big,grey
FUBP3,-0.2053566691858424,-1.6254014960112464,No,Down,1.420044826825404,Big,ltblue
FUCA1,-0.6079671647074267,0.2967602616988376,No,No,-0.9047274264062644,Small,grey
FUCA2,-0.5745902449560067,-0.05006383805081427,No,No,-0.5245264069051925,Small,grey
FUK,0.4386619546971569,0.001921458718065594,No,No,0.4367404959790913,Small,grey
FUNDC2,0.7175110354877088,-0.10520528046419031,No,No,0.8227163159518991,Small,grey
FUS,0.3483442790870237,-0.6616691319400712,No,No,1.0100134110270949,Big,grey
FUT11,-0.648904848072434,0.06114454341409026,No,No,-0.7100493914865242,Small,grey
FUT8,0.27405297258246586,-0.07914080484479236,No,No,0.3531937774272582,Small,grey
FXR2,0.8081340201594123,0.046262887390399854,No,No,0.7618711327690124,Small,grey
FXYD6,-0.0788436613918071,1.9447440345589522,No,Up,-2.0235876959507593,Big,ltblue
FYCO1,-1.2549565669980844,-1.1687544577343747,Down,Down,-0.08620210926370975,Small,yellow
FYN,-0.09329381404015713,1.1792611394930805,No,Up,-1.2725549535332377,Big,ltblue
FYTTD1,0.24550217642740702,0.012505019272611051,No,No,0.23299715715479596,Small,grey
FZD1,-0.5068154576389328,-0.9160839496911404,No,No,0.4092684920522076,Small,grey
FZD3,0.4110498467219412,1.6154348529454268,No,Up,-1.2043850062234855,Big,ltblue
G3BP1,0.4615357845961656,-0.6525189043376134,No,No,1.114054688933779,Big,grey
G3BP2,0.48417552504076156,0.9805591343501145,No,No,-0.496383609309353,Small,grey
G6PD,1.4006350795337603,0.5874485427634077,Up,No,0.8131865367703526,Small,blue
GAA,0.31299260847285915,0.12115448495082504,No,No,0.1918381235220341,Small,grey
GAB1,-0.9759603389906526,-1.5212777616627449,No,Down,0.5453174226720923,Small,ltblue
GAB2,0.762799113726655,1.8458720868829364,No,Up,-1.0830729731562814,Big,ltblue
GABARAP,0.03217739576920309,0.5942476259615841,No,No,-0.562070230192381,Small,grey
GABARAPL2,-0.2451763872400985,1.3535135946282306,No,Up,-1.5986899818683291,Big,ltblue
GABBR1,-0.2149475283717477,0.32197296108571116,No,No,-0.5369204894574588,Small,grey
GABBR2,-1.756700586303002,0.40209485349618035,Down,No,-2.1587954397991824,Big,blue
GABPA,0.06444850305912175,-1.1211176140882166,No,Down,1.1855661171473384,Big,ltblue
GABRA1,-1.4480637446215763,-0.590791579523354,Down,No,-0.8572721650982222,Small,blue
GABRA2,0.8310696380171667,0.41245352179882566,No,No,0.41861611621834105,Small,grey
GABRA3,-0.2723324708449102,0.6499976062420476,No,No,-0.9223300770869578,Small,grey
GABRA5,-1.6391575155850018,-2.0280438126177236,Down,Down,0.3888862970327218,Small,yellow
GABRB1,0.45800548573373107,0.27030051292395463,No,No,0.18770497280977644,Small,grey
GABRB2,-0.27570082018038433,0.5552551073455447,No,No,-0.8309559275259291,Small,grey
GABRB3,0.019743882553046266,-0.10301677834955214,No,No,0.1227606609025984,Small,grey
GABRG2,0.0640952162062316,0.3050236440517162,No,No,-0.24092842784548463,Small,grey
GAD1,-1.273349305320869,-1.1700916810151263,Down,Down,-0.10325762430574281,Small,yellow
GAD2,-1.1712398738042833,-3.7216851340374717,Down,Down,2.5504452602331886,Big,orange
GADD45GIP1,-0.13953643323655118,-0.31981270588535704,No,No,0.18027627264880586,Small,grey
GAK,0.258405682439117,-0.014953973486980132,No,No,0.2733596559260971,Small,grey
GALC,-0.9141053354803745,-0.20834045866864592,No,No,-0.7057648768117286,Small,grey
GALE,0.5034595019513493,0.1444916293550218,No,No,0.35896787259632745,Small,grey
GALK1,0.18470842243910734,-0.6969220347693419,No,No,0.8816304572084492,Small,grey
GALK2,0.40436254555612705,0.06114029481390393,No,No,0.3432222507422231,Small,grey
GALM,-1.3537352398986424,-1.2248223543014998,Down,Down,-0.12891288559714265,Small,yellow
GALNS,0.4692489841916405,-0.45898649562218274,No,No,0.9282354798138233,Small,grey
GALNT1,0.4833039604059066,-0.5083165426899683,No,No,0.9916205030958749,Small,grey
GALNT11,0.18029019962161996,0.46894926433132067,No,No,-0.2886590647097007,Small,grey
GALNT16,NA,0.3091620006832665,NA,No,NA,NA,NA
GALNT17,NA,1.0954803088542282,NA,Up,NA,NA,NA
GALNT2,1.8506131042140308,0.5906715978884858,Up,No,1.259941506325545,Big,blue
GALT,-0.5088470971704744,-1.1190043156901313,No,Down,0.6101572185196569,Small,ltblue
GAMT,0.20680354322051464,-0.20592923472578661,No,No,0.41273277794630125,Small,grey
GAN,0.12565735561125968,0.9729204659437158,No,No,-0.8472631103324562,Small,grey
GAP43,-1.1392786878352545,1.2476113125936603,Down,Up,-2.386890000428915,Big,red
GAPDH,-0.45073823474615793,0.05900481687677406,No,No,-0.509743051622932,Small,grey
GAPVD1,0.596460027129425,0.11110583368532723,No,No,0.4853541934440978,Small,grey
GAR1,0.23131532558118462,-0.7716460204248348,No,No,1.0029613460060194,Big,grey
GAREM1,NA,3.347849862521869,NA,Up,NA,NA,NA
GARNL3,-0.44132651782954957,0.8945980068797486,No,No,-1.3359245247092981,Big,grey
GARS,-0.04959857719807648,0.5134977122492899,No,No,-0.5630962894473663,Small,grey
GART,0.6946371850382147,0.04109763144519185,No,No,0.6535395535930228,Small,grey
GAS2L1,0.019079261180907192,0.7971157375527662,No,No,-0.778036476371859,Small,grey
GAS7,0.7386003394958163,1.1181768100639413,No,Up,-0.37957647056812505,Small,ltblue
GATAD1,-0.0773781896687693,-0.4710531978407433,No,No,0.393675008171974,Small,grey
GATAD2A,-0.11114839992883585,-1.0423996312424126,No,Down,0.9312512313135768,Small,ltblue
GATAD2B,0.7072644784854853,-0.06259481518423193,No,No,0.7698592936697173,Small,grey
GATB,NA,-0.501235373292606,NA,No,NA,NA,NA
GATC,-0.17045705217943308,-0.7456082090468117,No,No,0.5751511568673786,Small,grey
GATD1,NA,0.5118130896445177,NA,No,NA,NA,NA
GATD3B,NA,-0.29381110380943554,NA,No,NA,NA,NA
GATM,-1.3324939769095794,-0.3752006822852021,Down,No,-0.9572932946243773,Small,blue
GBA,0.26244035692521495,0.22794206072196133,No,No,0.03449829620325362,Small,grey
GBA2,0.23611802495915857,0.7227678750927353,No,No,-0.48664985013357676,Small,grey
GBE1,0.2154848604135473,0.08347599401895245,No,No,0.13200886639459486,Small,grey
GBF1,0.5018633462974904,-0.7375555328539978,No,No,1.2394188791514882,Big,grey
GC,NA,-0.01618874654529634,NA,No,NA,NA,NA
GCA,-0.9693978071756151,-1.2870930825953835,No,Down,0.3176952754197684,Small,ltblue
GCAT,-0.3232958363510807,-1.0514134271231041,No,Down,0.7281175907720234,Small,ltblue
GCC1,0.20023236832290792,-0.02435590685218081,No,No,0.22458827517508873,Small,grey
GCC2,-0.059341294221674445,-0.4675922822746639,No,No,0.4082509880529894,Small,grey
GCDH,0.14932186505950273,-1.1979247155554233,No,Down,1.347246580614926,Big,ltblue
GCFC2,NA,-0.6269594603149944,NA,No,NA,NA,NA
GCLC,-0.9095235124449529,-0.30015928333767583,No,No,-0.60936422910727706,Small,grey
GCLM,0.13340840857343772,-0.7520122726520722,No,No,0.8854206812255099,Small,grey
GCN1,NA,-0.4639125875761625,NA,No,NA,NA,NA
GCSH,-0.24029917243134097,-0.6352941762713007,No,No,0.3949950038399597,Small,grey
GDA,3.757789550446924,1.9881039294043177,Up,Up,1.7696856210426062,Big,orange
GDAP1,-0.34688937544565057,-0.22765300173627523,No,No,-0.11923637370937534,Small,grey
GDAP1L1,1.2031552441800484,1.124228665476556,Up,Up,0.07892657870349229,Small,yellow
GDAP2,1.102573150085665,0.43087323881054473,Up,No,0.6716999112751203,Small,blue
GDE1,-0.6169295480954515,-0.5269681423802428,No,No,-0.08996140571520872,Small,grey
GDI1,0.34767266458287516,0.8583892652593104,No,No,-0.5107166006764352,Small,grey
GDI2,0.3612370691510227,0.6564225346804999,No,No,-0.2951854655294772,Small,grey
GDPD1,0.5890987517499005,0.8842559084157262,No,No,-0.29515715666582576,Small,grey
GDPD2,-2.49858556086078,-0.5367534076785363,Down,No,-1.9618321531822436,Big,blue
GDPD5,-1.8111879213295412,-0.3458828270390848,Down,No,-1.4653050942904564,Big,blue
GDPGP1,NA,1.189033824390017,NA,Up,NA,NA,NA
GEMIN2,-0.4812057403141601,-0.5452787992486732,No,No,0.0640730589345131,Small,grey
GEMIN4,1.0232021664115618,-0.7680452606941861,Up,No,1.791247427105748,Big,blue
GEMIN5,0.7004817904914538,-0.660821481804339,No,No,1.3613032722957927,Big,grey
GEMIN8,0.9971115107952773,-0.5525410230287786,No,No,1.5496525338240559,Big,grey
GET4,0.5109689536195434,0.20751324499767776,No,No,0.30345570862186566,Small,grey
GFAP,-4.342576477589029,-1.1983092266706183,Down,Down,-3.1442672509184106,Big,orange
GFER,0.37193999071500095,-0.6031098474314156,No,No,0.9750498381464165,Small,grey
GFM1,-0.2917736489835523,-0.5249519414984203,No,No,0.233178292514868,Small,grey
GFM2,0.2802264608854883,-0.3027134463717438,No,No,0.5829399072572321,Small,grey
GFOD1,0.629314762440025,1.9424166957609659,No,Up,-1.3131019333209408,Big,ltblue
GFOD2,0.0769508846348943,-0.09918361066043246,No,No,0.17613449529532677,Small,grey
GFPT1,-0.531549527181606,0.6381701618638687,No,No,-1.1697196890454746,Big,grey
GFRA2,1.4704012751488016,2.98742193392053,Up,Up,-1.5170206587717285,Big,orange
GGA1,0.7685275341315054,0.39158527607901306,No,No,0.3769422580524924,Small,grey
GGA2,0.4678972954165501,0.13307034458402445,No,No,0.33482695083252567,Small,grey
GGA3,0.3494986152837223,0.6416487479182873,No,No,-0.292150132634565,Small,grey
GGCT,-0.6592508698727935,0.7858339447353302,No,No,-1.4450848146081237,Big,grey
GGCX,0.24054404991584,0.1267236849966924,No,No,0.1138203649191476,Small,grey
GGH,-1.37081392141017,-0.7432200871994734,Down,No,-0.6275938342106966,Small,blue
GGPS1,-0.0782534428955004,0.20730397530639522,No,No,-0.2855574182018956,Small,grey
GGT2,0.3754590823560351,-0.6777296693048678,No,No,1.0531887516609029,Big,grey
GGT5,-0.9524875910435012,0.0645720012960842,No,No,-1.0170595923395855,Big,grey
GGT7,0.32462080491242684,0.10728438993357337,No,No,0.21733641497885348,Small,grey
GHDC,-0.18442697742763814,0.21145457485155994,No,No,-0.3958815522791981,Small,grey
GHITM,-0.31040667810810696,0.005782352594005502,No,No,-0.31618903070211246,Small,grey
GID8,NA,0.13673030620169513,NA,No,NA,NA,NA
GIGYF1,0.5200857823731782,-0.4141768567424995,No,No,0.9342626391156776,Small,grey
GIGYF2,0.6210569642311725,-0.09657726772761066,No,No,0.7176342319587832,Small,grey
GIMAP1,-1.3803391940802405,-0.7996247997547314,Down,No,-0.5807143943255091,Small,blue
GIMAP4,-1.7123365602911949,-0.36864459379439296,Down,No,-1.343691966496802,Big,blue
GIMAP7,-1.6002497212619289,0.17642656738426776,Down,No,-1.7766762886461966,Big,blue
GINS1,-0.47728505590792136,-2.8144793564909856,No,Down,2.3371943005830644,Big,ltblue
GINS2,0.9449015361210251,-2.9674543180080413,No,Down,3.9123558541290664,Big,ltblue
GINS3,-0.4851025511948506,-3.0639915566932476,No,Down,2.578889005498397,Big,ltblue
GINS4,-0.1571758116620645,-2.7789137761641767,No,Down,2.6217379645021124,Big,ltblue
GIPC1,-0.5883840429978697,-0.05709721718820404,No,No,-0.5312868258096657,Small,grey
GIT1,0.401395480108671,0.890996869766683,No,No,-0.48960138965801203,Small,grey
GIT2,0.43560158875893795,-0.27105112851256763,No,No,0.7066527172715056,Small,grey
GJA1,-4.435955101032477,-0.6835263352047454,Down,No,-3.752428765827732,Big,blue
GK,-1.0325212997147961,-0.30841107983827776,Down,No,-0.7241102198765184,Small,blue
GKAP1,0.18410033466653286,-0.44039005263190845,No,No,0.6244903872984413,Small,grey
GLA,1.4212342222271246,-1.0715174249410682,Up,Down,2.492751647168193,Big,red
GLB1,0.1859531228166369,-0.14341786165961246,No,No,0.32937098447624935,Small,grey
GLCCI1,0.39253565084427144,-0.8935130066875709,No,No,1.2860486575318424,Big,grey
GLCE,-0.21350907943041486,-0.3719687773869582,No,No,0.15845969795654335,Small,grey
GLDC,-0.6181547824982969,-1.470773288958494,No,Down,0.852618506460197,Small,ltblue
GLE1,0.30933141945199205,-1.011227255423254,No,Down,1.320558674875246,Big,ltblue
GLG1,-0.24426804655873902,-0.5401252424345433,No,No,0.2958571958758043,Small,grey
GLI3,0.7757191168239703,-1.7444672161022137,No,Down,2.520186332926184,Big,ltblue
GLIPR2,0.1371565736209771,-0.957725932515916,No,No,1.094882506136893,Big,grey
GLMN,-0.9165036565489966,-0.18509673843063368,No,No,-0.7314069181183629,Small,grey
GLO1,-0.8957964225527899,-0.7908237450929771,No,No,-0.10497267745981276,Small,grey
GLOD4,0.39956282825544687,0.20740903446500703,No,No,0.19215379379043984,Small,grey
GLRA2,2.6186354597127837,2.847377856967726,Up,Up,-0.22874239725494228,Small,yellow
GLRX,0.5042036765016469,1.4405725913859806,No,Up,-0.9363689148843337,Small,ltblue
GLRX3,0.056163021182780604,0.3071550870482689,No,No,-0.2509920658654883,Small,grey
GLRX5,-0.08842814946319155,-0.791915796804453,No,No,0.7034876473412615,Small,grey
GLS,-1.0260337866835085,-0.08564265061489085,Down,No,-0.9403911360686177,Small,blue
GLT1D1,-1.2406534875091308,0.6481245214115283,Down,No,-1.8887780089206592,Big,blue
GLTP,-0.8190971493003658,-1.0308399321079005,No,Down,0.21174278280753467,Small,ltblue
GLUD1,-1.0301355720209764,-1.210948817449875,Down,Down,0.18081324542889865,Small,yellow
