Accession,PC1
Q15293,0.01540393897372114
Q13496,0.015403378078636676
Q9NZD8,0.015400552265667685
P35237,0.01540011270420177
Q6YN16,0.015398236572745494
Q8NHP6,0.01539584324562394
Q9H583,0.015392679270120639
P23786,0.015391329020895263
Q66GS9,0.015386177816216384
P05388,0.015378330495366318
Q9ULX3,0.015367186258541455
Q13601,0.015360126714226268
P04040,0.015357267600779947
P62913,0.015353774282516991
Q9NNW7,0.015344736457256343
Q9Y6D0,0.015337874995861877
Q8IZ81,0.015330063878521523
Q9NZC7,0.015328440123245616
Q5TAQ9,0.015322327673741667
O75131,0.015310314631725141
O00425,0.0152988151334899
Q13546,0.015281422018707969
Q02252,0.01527668639823151
Q9BX68,0.015274258215734414
Q8TEX9,0.015268800317775959
P62263,0.01526461141181358
Q96I15,0.015261096822876139
P26440,0.015257729038681615
Q4G0J3,0.015255607028083271
Q96GX1,0.015253491831879308
P46934,0.015246095665165925
P25398,0.015244217604045691
P13929,0.015242514313183901
Q9BV73,0.015239138704888622
Q9NTX5,0.01523845323655834
O60613,0.015237642863198187
Q9BUT1,0.015234397022405661
Q68DK2,0.015231733960931871
P37198,0.015217414102869845
Q7Z3T8,0.015213382668023455
Q9H9E3,0.015212968101688111
Q96MG7,0.015211903601248284
Q16822,0.015211562775545433
Q86YP4,0.015209233032590154
Q13228,0.015206683554760458
P62081,0.015197446472987241
Q9NVU7,0.015194211200384089
Q86XA9,0.015190687636222234
Q14161,0.01518793182378268
P62851,0.015170224237466348
Q02487,0.015165702923228089
Q96DH6,0.015164344856771317
Q9C037,0.015161767524976815
Q9UL12,0.015158169159615792
P55199,0.015141189884244897
P49916,0.015132343080245875
Q9Y606,0.015126890381642449
P49908,0.015126110904664083
Q9P2W9,0.015125449827217745
Q7L2H7,0.015124856011432692
P52907,0.015120515189472042
Q9BQ39,0.015120023474448342
P18583,0.015118727054302106
P62841,0.015109215374371305
P42566,0.015108411068611261
P21333,0.015106815357974493
A6NED2,0.01510586651620029
Q9H1E3,0.015077256094803013
Q63HN8,0.01506552367995476
P04424,0.015064789980622297
Q8NFH3,0.015061469370988479
Q5T7W0,0.015061284422994571
Q01831,0.015060982597781368
Q9Y5K6,0.015050105919331477
Q15269,0.01504996466017758
Q9ULX7,0.01504764645199433
P22670,0.015044472614528182
Q9Y2H6,0.015038087150065806
Q6ICL3,0.015032198169494335
Q9Y5J1,0.015031397174352307
P26038,0.015029895381420265
Q08J23,0.015025641464120113
Q9BTZ2,0.015023797266521177
Q12899,0.015022207020925615
Q96N11,0.01501639310054357
Q96P48,0.015011692879764603
Q9Y6K1,0.015009456021290798
Q7L2J0,0.015008927911665417
Q9Y678,0.015008874550685824
O00400,0.015007541425192724
Q4G148,0.015003432739272371
Q96I24,0.014996563940643597
Q14651,0.014990035540793485
Q2TB10,0.01498938578589721
Q5VZF2,0.014987446830474465
P39880,0.014984139351880154
Q96EE3,0.014978095089006143
P00491,0.014975171923741695
Q9UL45,0.014974668394534946
Q13315,0.014972423336009125
P28370,0.01496472232788091
Q12904,0.014942885601678044
Q9Y625,0.014940482237654392
O60287,0.014937991265721063
Q9UBB5,0.014934179652890083
Q9HCC0,0.014933693950035168
O60508,0.014932075689239445
P06280,0.01492904660891947
Q9BQ67,0.014928877962040428
P78316,0.01492838373588334
Q14789,0.014928046325017126
P09234,0.014921131961751828
P46952,0.014914568108092928
Q96LB3,0.01491344999027844
P40222,0.014900172090053081
Q14667,0.014891922987760386
Q9NX58,0.014889993084980553
P29084,0.014889616244796358
P46782,0.014883765783217054
P10398,0.014874103928618019
O43826,0.014872622336669068
P60604,0.014871372439883849
P09455,0.01487023085284879
O94874,0.01486389965717377
B5ME19,0.014858678411382815
Q96RT7,0.01485747259530092
Q8TED0,0.014857355973147478
Q9NXX6,0.014855931168674332
P31751,0.014855383963523873
Q8TDB6,0.014850163986348225
Q8NFV4,0.01484899315473849
Q9Y2K7,0.014847641299807564
Q9Y618,0.01484195276453292
Q96PE7,0.014838283646567314
P30041,0.014837114868374012
Q96AG4,0.014836080860724438
Q9H7L9,0.014834146321090225
Q969X6,0.014827690274345114
P07951,0.014824714996122972
P40939,0.014822313930282717
Q8NI36,0.014817568110829979
Q9H4A6,0.014812857472802653
Q9H446,0.014811934541099792
Q6ZU80,0.014807811519222079
Q9NRY2,0.014802186558602366
Q9BQS8,0.014796670864144854
Q96AB3,0.014793310750368768
Q9UKX7,0.014791947339848458
Q96BZ9,0.014788013418652044
Q16576,0.014778278289743822
O15182,0.014776507023582248
P48382,0.014767622590696108
Q96T37,0.01476326846581687
P23378,0.014759268678365923
O75691,0.0147584466884803
P42765,0.014757384468060047
Q16698,0.014755858368746861
O75414,0.014754859270567381
Q96LT9,0.014751040316808515
P04920,0.01474897336453296
O15381,0.014748733379021405
Q9H974,0.014744199343759064
P07814,0.014744004461005851
Q9UHN6,0.014739611215361539
Q86WB0,0.014739594381492109
P84101,0.014736865066997696
P38117,0.014736298710443213
Q8IWA0,0.01473204105249839
O43716,0.014730204922400597
Q8N9T8,0.014729192410651976
P17480,0.014728721489465323
Q6XZF7,0.014725936700195778
Q9Y3C1,0.014725185168647554
O43159,0.014724846129794708
O14579,0.014724463424176505
P17050,0.014722386284632093
Q86SX6,0.014721095084769062
Q96A33,0.014718163536599728
Q14562,0.014711682447330147
Q9H4B0,0.014711062466555997
Q9Y5A7,0.014703253878402668
Q9BRJ2,0.014703060274159805
Q99583,0.014699011646098816
P83436,0.014685912374760432
Q9UNP9,0.014670190639007036
Q96I99,0.014655306114343649
P10809,0.014653563265828054
Q15397,0.014651744688515664
Q6UW63,0.014647074582017005
Q96C57,0.01464494307922962
Q96JB5,0.014640546597004577
Q96DB5,0.014636281348462064
Q53GS7,0.014636164747597118
Q8NAV1,0.014635943439781798
O75821,0.014634220890447313
Q9H7C9,0.014632704922766904
Q96RT8,0.014630834333370677
Q9NYV4,0.014626997163384274
P55084,0.014625766061524598
Q99704,0.014621993825327747
P42224,0.014612203464612615
Q92610,0.014611233618746094
P11362,0.014604375047223608
Q9H2W6,0.014602583740092611
Q9UKJ3,0.014595616575438647
O15371,0.014585398956228632
Q86U28,0.014584649175919588
Q9Y2S2,0.01458351224082163
O00541,0.01458225353392189
Q5SWX8,0.01457997828462551
Q7KZF4,0.014577798115951671
Q96BW5,0.014575859838318047
Q9Y3B9,0.014568867604276971
P62888,0.014567003370568167
A8CG34,0.014566700982764661
Q96CS3,0.014560163837124334
P09874,0.014555136849019755
Q9Y3I1,0.014553628658413338
Q12907,0.014552694948395927
Q9ULM3,0.014549281783646595
O75494,0.014544825975797962
Q9UGJ1,0.014533733901956182
P06132,0.014527867497122276
Q9Y366,0.014525363288761375
P46977,0.014509974712856612
Q5JPI3,0.01450944138079653
Q68E01,0.014504082086361328
P07741,0.014501067798198812
O15013,0.014498487071253643
P14373,0.014497223234365404
P54886,0.014496153210716683
O15091,0.014493315078472771
Q14739,0.014492327878405853
O43264,0.014478174727019526
Q7KZ85,0.014474633965639637
Q13155,0.014474499355698413
Q96EL3,0.014469021280991392
Q9Y232,0.0144614066554709
P35580,0.014459664653375157
P49914,0.014452364429611064
O95801,0.014442326622168912
P35251,0.014439792428745398
Q9NRR4,0.014436894362044683
Q86WJ1,0.014436631788613102
Q8IYB8,0.01443401129894296
Q14165,0.014429693642467548
Q92506,0.014426875151584114
P35268,0.01442659112291334
O43824,0.014426515828156971
Q6ZPD9,0.014419602549594887
Q96EY5,0.014419482734640587
O15269,0.014417460002717956
Q9BUA3,0.01441559050835658
Q8TDY8,0.014412747835870305
O15234,0.01441137340308668
Q5QJE6,0.014411370242818812
Q9Y6D9,0.014407288890073863
Q96CW5,0.014405264583945464
O75152,0.014404843263812403
Q9Y3Q8,0.014399488930783633
Q9BW92,0.014399439841238235
P16930,0.0143959095480183
P19388,0.014394715256500466
Q96L73,0.01439409579239545
Q9NX63,0.014392583481048644
P23396,0.014385907216640558
P29972,0.014384311904987089
Q00403,0.014376414111092514
P13804,0.014371241258455543
Q15046,0.014365638910125144
Q6ZXV5,0.01436238598845738
Q8N5N7,0.014359316160399852
Q9BQI0,0.014357010227262879
Q9Y5Q9,0.014354573341633927
Q9H0U3,0.014353684112212653
P54652,0.01434223756891342
P21675,0.014339069277398434
Q9NUP1,0.014338805290185925
Q96HJ9,0.014337486434643073
Q96II8,0.014337034784555183
Q8TEP8,0.01433169852748265
Q8WUB8,0.014330540232128085
O43852,0.01433041771287562
P62899,0.014328216097739946
P05114,0.014328118951381644
Q9HCG8,0.014326342928291042
Q9BTT6,0.01432076579230043
Q8NEY8,0.01432034471850314
Q9BQ52,0.014315436722296676
Q9H8H0,0.014314881792918526
Q5SNT2,0.014308477754311783
Q9BPZ3,0.014308409283386324
Q96CB8,0.01430624977497473
P17655,0.014305547649788542
Q8N1G0,0.014299366581812955
O75581,0.01429388223547307
P52597,0.01429173705090523
Q9UKD2,0.014290835842871214
Q14137,0.014282142097577886
Q9UMY1,0.014279991547473938
Q9NPG3,0.014279502205792187
O75147,0.01427853112317677
Q6NUK1,0.014276800917708854
Q8WWN8,0.014276232576368552
Q9HBZ2,0.014267312453081812
Q7Z406,0.014267062305167921
Q96D46,0.014262759369495696
Q9Y5T5,0.014260186949185075
Q9Y6K9,0.01426009779496295
Q9NZV5,0.014257338785063358
Q92804,0.014256161758733496
P46976,0.014252434098565496
P54198,0.014251359843983805
Q12830,0.014244213240937921
Q9NQG5,0.014239043849238506
Q9NZ08,0.014238805969667095
Q96HY6,0.014235641887298346
Q9H0R1,0.014235341227259155
P21953,0.014233770317839298
P08397,0.014230910057190772
Q9UDY2,0.014229098488231673
Q8IWI9,0.014228310722221138
Q3SY69,0.014228174985738988
P19338,0.014226895250368165
P48728,0.014226666034697296
Q9HD67,0.014225939105492691
O14646,0.014224956490370776
Q9Y320,0.014223867213635586
P13716,0.014223226739849902
P35658,0.014218274048827268
Q6QNY0,0.014212131765019531
Q96T23,0.014205095399769451
Q52LD8,0.014177279737490804
Q8WUH6,0.01417584152983665
Q15427,0.014175344341775383
Q9UIQ6,0.01417017040239676
P08651,0.014169316331235377
Q4G176,0.014167581997782439
P06748,0.014167217706943867
Q96SN8,0.014163656631826086
P34897,0.014151955842469968
P12694,0.014147852329661217
O14867,0.014145676193637186
O60306,0.014143916529148681
Q9BYG3,0.014139972959201337
Q96ET8,0.01413577483751666
Q7L3T8,0.014134735184356954
O00203,0.014130592635883614
O00754,0.014130018584066515
P19387,0.014129916769574879
Q15654,0.014123817578571953
Q8IWE2,0.014123423922690738
P47897,0.014114817701156312
O75970,0.0141147598103543
O15042,0.014114126587816493
P82094,0.014108257340405694
Q9BYC8,0.01409758454522362
Q9H2U2,0.014097093419354978
Q8WYP5,0.014096825863813335
Q86UE4,0.014088200631764213
Q7Z4W1,0.014086451089893945
P30613,0.01408031776617996
P46777,0.014079520081952297
Q86Y56,0.014076890837003812
Q14684,0.014069914288864255
Q96MW5,0.01405459144963424
Q5VV42,0.01403744695487892
P27824,0.014034815890981054
O15037,0.014033073104124277
Q9H9J2,0.014030203648859166
Q9HB19,0.014024358263284544
P62308,0.014023228858544972
Q9Y4E5,0.014022719248994616
P52815,0.014021911620002573
Q9P0V9,0.01401624036831534
Q8TD26,0.014008154815708536
Q9UKK3,0.014007753102015729
P09486,0.01400583897859417
Q9Y3Z3,0.014003130482968385
Q13158,0.013999312505832178
Q9Y2G5,0.013997589994194292
Q8N442,0.013989717191023746
P67812,0.013989296620883272
Q13162,0.013987121552304058
P53985,0.013982220801737336
Q8WYA0,0.013981565018895997
Q96JQ0,0.013981096429738743
P14678,0.013980492188345435
P15586,0.013969811306849652
Q96FZ2,0.013968423980816025
O15063,0.01396744289825787
Q92989,0.013966620053903093
Q9BYD3,0.013960067692977089
Q02040,0.013957231520206882
Q9NV79,0.013952037158029802
O14920,0.013951163976703047
O00268,0.01394844396945424
O95071,0.0139454384350825
P06737,0.013937205387433427
Q13242,0.013932360373689041
Q5C9Z4,0.013930651717261152
O95630,0.013922813358618138
Q13427,0.013918149388269716
Q8IY37,0.013906658463498369
Q06136,0.013906376470337229
Q9Y2D9,0.01389872547116339
P52272,0.013892630242561257
O15550,0.01389003549946015
P14625,0.01388728691238971
P34059,0.013886063608080774
P63279,0.01388390692049768
P18887,0.013881487675110162
P40938,0.013878898289155985
Q9P2I0,0.013876665834273714
Q96S15,0.013876159230767217
Q9BZK7,0.013872382587987807
P16333,0.013870776631348228
Q08431,0.013870439016369838
Q9UNF1,0.013865460674152749
Q92688,0.013863114755733237
O15090,0.01385633109012897
Q8WYH8,0.013854862704570524
Q05048,0.013853920573290036
P38432,0.013849968533088185
P42694,0.013843346028674314
Q9Y2W1,0.013839440566628862
P04843,0.013835383387455323
Q5IFJ7,0.01383386582161143
P30876,0.013833157221408628
O96019,0.013829436330965283
Q92618,0.01382765366424134
Q14692,0.0138254377825543
Q96EX1,0.013817327974968154
Q9H0G5,0.01381687621080826
Q8WYQ5,0.013816453113688391
Q9NV88,0.01381593417735222
O14686,0.013811872320237357
Q13247,0.01381081811419507
O14641,0.013807539821730348
O15027,0.01380708947244816
P0CAP2,0.0138058596465586
Q9Y6Y8,0.013798739433258095
Q12962,0.013798050203864438
Q9Y4C8,0.013792869512425313
Q92896,0.013792255190456444
P30043,0.01378938573637903
Q9Y490,0.013781438123101635
Q9Y3C4,0.01377779303978957
Q9Y600,0.0137764676191805
P29083,0.013775299439714603
Q9NZB2,0.013774169962378142
P60468,0.01376747848251238
Q96I51,0.013767300823774913
Q9H6X2,0.013766336821693856
P30414,0.013766079434121746
Q9H845,0.013765244220632774
P62995,0.013764559122046544
P61803,0.013761412772792527
Q8IWA4,0.01375595958559302
Q9ULE6,0.013739927387214437
Q8N3U4,0.013736635781914171
Q13769,0.013728645683478738
Q9UIJ7,0.01372675622653734
Q14149,0.013723515458568532
Q9BXK5,0.01372196443766518
P54098,0.013720162486852261
P42285,0.0137196111350954
P08758,0.013719208801488707
Q9H8G2,0.013718327235254776
Q9NZI8,0.013710039543002706
Q14839,0.01370766635508771
Q9BSJ2,0.013706333686983003
P30048,0.01370470996073335
P34896,0.013704545801326618
Q9Y613,0.01369695520040107
P41223,0.01369539710907825
Q92785,0.013694094295260664
Q14527,0.013692587354359955
Q9HBR0,0.01369247594382914
P67936,0.013692381158658166
P52435,0.013689333142289418
Q7Z4V5,0.013687357334233628
Q8TB61,0.01367440294115547
Q12789,0.013672794244219844
P30740,0.013672758068566984
Q9HCS7,0.013672676457222296
Q8WTW3,0.01367113952456109
Q7RTV0,0.013664662959936413
O43252,0.01366278445531775
O14727,0.013661080542136874
P29375,0.013659271717642063
P62316,0.013658637196659463
O95834,0.013654128746298854
Q14683,0.01365207598500428
Q9Y2X0,0.01365125474984766
P27144,0.013650336696155903
P09668,0.013645740344636448
O60563,0.013640437886070762
Q8IXQ4,0.013636412989014123
Q9H9B1,0.013636108538034788
Q9ULV3,0.013633250123044482
P05455,0.01363198939438051
Q9BUE0,0.013629110725370914
P40937,0.013625321663817084
P21964,0.013622646537957129
Q9NUA8,0.01361711934359649
Q9H0A0,0.013615349227262926
O75879,0.013613587803010965
Q8NHQ9,0.013608369243302113
Q7L1Q6,0.013602197597388437
P20290,0.013601795915011471
P62829,0.013601099859402789
Q9NY61,0.013592501239587723
Q9H6E5,0.013586900855669904
Q9BZL6,0.013583231974327314
Q9Y5X2,0.013582977385655497
Q2M296,0.01357548581313417
P55209,0.013568569763748607
P53992,0.013563588223774944
P35250,0.013562831392969677
O60293,0.01355602664940497
P20810,0.013555333983456305
Q96PV6,0.013555167294360411
O60879,0.013553811757111432
E9PRG8,0.01355248410126354
P19447,0.013546816138782225
Q96Q45,0.013532795233750856
Q9NWM8,0.013529299038176968
Q9Y679,0.013526334304954405
Q15057,0.013520603756729803
P07992,0.013519372483305262
Q96SL4,0.013518432143809583
O60216,0.013517345096544878
Q96BP3,0.013509028064706887
P06702,0.013506519001252035
Q15758,0.01350571287840751
Q04837,0.013500791495951745
P49848,0.013494845725789994
Q15084,0.013478706190325186
Q96RY5,0.01347779001428725
Q9H0S4,0.013474620721447384
O43516,0.013474005285117364
O14618,0.013473891023488081
Q5VV52,0.013470913995184595
Q9NTI5,0.013469468624325878
Q9HCN8,0.01346738389899527
Q6NT76,0.01346373694239086
Q9ULA0,0.01346274867122521
Q9BTX3,0.013461877329285887
Q9ULW3,0.013461630877886896
O75436,0.013461107703585714
Q12849,0.013460122343726252
Q9BSC4,0.01345944388899744
Q9BZG1,0.01345500594704721
Q5T9L3,0.013454130502388743
Q16514,0.013453876154720545
O96013,0.013451526654290764
O00151,0.013449251057267783
Q9BQF6,0.01344774834941557
P26447,0.013444707682903208
Q9ULR0,0.013441234686710452
Q7L4P6,0.013440844663818091
Q9Y399,0.013440208366477156
Q6IQ49,0.013439395964892499
P50281,0.013434995881334233
A1XBS5,0.013428739466871288
Q5TC12,0.013415560745734299
O95249,0.013415199690119827
Q6NUQ4,0.013414832229706663
P61326,0.01341403004032904
Q8N543,0.013413495371487338
P25490,0.01341341130237432
Q15545,0.013407058342190345
Q9NX47,0.013406968687442357
Q9BTX1,0.01340300589085415
P02730,0.013399197786378929
Q15020,0.013383807614237981
Q8WX93,0.013382879316659638
Q8IYL3,0.01338279822730958
Q14004,0.01338270541792215
P35606,0.013381244212570137
Q9H4G4,0.01338067409565649
Q96M27,0.013377550588018487
Q6B0K9,0.013376510822189441
P35219,0.013375515394506939
P35249,0.013374292979757405
P52756,0.01337151148510321
Q9Y3B7,0.0133702604278646
Q9H8W4,0.013369370997533055
Q12996,0.013367411952342558
Q13451,0.013362280025226977
Q15029,0.013360720328965037
Q9Y692,0.013357128829497451
Q9NVP1,0.013354697454605734
Q96DI7,0.013354407580300274
P22307,0.013354400011318835
Q96ST3,0.013352126041614567
