Accession,PC1
P16403,0.01164640691995617
Q9Y3D9,0.011644013446072648
P19474,0.011642430564342372
Q99543,0.011642358134132334
Q9NTZ6,0.011638096725450237
Q9NRX2,0.011637830070161902
Q8NEZ3,0.011629290362640519
Q9UHL4,0.0116286648589386
Q92560,0.011626134044286645
P41567,0.011624517809991268
O95361,0.011622861466329345
Q9UJS0,0.011615657379573315
Q9HBM6,0.011613330263886026
Q15363,0.011612811272192892
Q96HP0,0.011611758518721019
Q13057,0.011604187384800645
Q9UFW8,0.01160383810477591
Q15047,0.011603431697406113
Q9BSJ8,0.01160044879233665
Q96ST8,0.011599508928941005
O43670,0.011597791609162791
P52298,0.011596877347929442
P29474,0.011595945970724926
O95817,0.011591399331195575
Q9UIW0,0.011587909904572442
O14495,0.011587351758145214
Q9H501,0.01158194804015327
Q9UG01,0.01157968191635142
Q12846,0.01157955257778343
Q7Z2K6,0.01157805795994849
P55265,0.011574106656584194
Q9BUJ2,0.01157386841675596
Q9NRL2,0.0115732104975042
P78345,0.011571002823585329
Q9H993,0.011570598532172715
P50454,0.01156901674912784
Q9H4L4,0.011568828758019302
P33316,0.011565834771649597
Q9UP38,0.011562921488599363
O95625,0.011560030882214002
Q01844,0.011559347749983507
Q96MG8,0.011559321689748589
P35579,0.011553305769378474
Q68CZ2,0.011552781785632352
Q8NBS9,0.011552749107414927
Q9Y282,0.011551954473285988
Q9P0V3,0.011550326265640488
Q9BTC0,0.011549756355588124
Q9H0C8,0.011549742186331034
Q9H7Z6,0.011549635109776125
Q9NUW8,0.011548508236935673
Q6IN85,0.011547667593352498
Q8N697,0.011544443537060035
Q6DD87,0.01154393676926841
P05186,0.011542541698559491
O00570,0.01154051937582585
Q9Y483,0.011539161585647884
O14519,0.011538862721147805
Q9UK53,0.011538572793913371
Q9H792,0.011534524161904418
Q5PSV4,0.011533333524247508
Q9BYT3,0.011531816841145782
P06454,0.011530523566596841
Q5TEA3,0.011529307152110226
Q15345,0.011525675139316377
P18615,0.011525345265850171
Q9BQB6,0.011525214373842359
Q9BY89,0.011522354972517558
Q96BQ5,0.011521484341955202
Q9BRK3,0.0115212666819797
Q7Z6E9,0.011520283492913242
Q9Y6X8,0.011518859226035858
P23141,0.011513580353178112
Q9H6A9,0.011512731098533735
P25440,0.011512132268232307
Q8TED1,0.01150968559477067
Q99623,0.011507434297192042
Q4LE39,0.01150506839501811
O15514,0.011500761068568767
P56181,0.011500165859088255
Q9Y680,0.01149882891141986
Q76FK4,0.011495556410557725
Q6YHK3,0.01149539036304021
Q86V48,0.011494488955944794
P23511,0.011490207365211237
O75369,0.01148672182931848
Q9P0I2,0.011485912873588846
Q9UNZ5,0.01147661355306816
Q9Y2V7,0.011476591754611448
Q8N257,0.011475526016835057
P00167,0.011473744325149228
P50995,0.011470387625271876
Q9NXE8,0.011468006296193056
P01023,0.011466863449943037
Q93063,0.011461182479771839
Q7L014,0.011459298608813513
O95340,0.011457935504992744
O95619,0.011457489343642869
Q5JSP0,0.011457122725160779
Q92841,0.011453719307292134
Q9NZD2,0.011451499607888774
Q9BX67,0.011450774371471852
P16401,0.01144911225298067
O43294,0.011443969447704332
O94855,0.01144073795043337
Q9GZR2,0.011437305389344631
P35637,0.011437088283935288
Q4KWH8,0.011436680527771559
Q9BVC6,0.011436224554599923
Q9BZF9,0.01143611297091723
Q9UBU9,0.011432253564242071
Q6R327,0.011432249225549636
P51991,0.011428538583273837
Q9GZR1,0.011427385959061266
P21980,0.011426865676753441
Q9NTW7,0.011426171187422235
Q6ZMZ3,0.011423900185939587
Q9UPT8,0.011423531214584054
Q86U42,0.011422297290112684
Q9NXR8,0.011420009908085945
O43293,0.011419057135393963
Q02539,0.011418443678376796
P55268,0.011416911931335736
Q8IWX8,0.0114168820073287
Q9Y624,0.011414823806576218
Q8N1G2,0.011414355909795317
P26583,0.011411448455318617
Q5JVF3,0.011409359367341786
Q15303,0.0114064864696317
P11717,0.011400294168472193
P36954,0.011398867251300505
Q5T200,0.011397909845887635
Q9BXV9,0.011397518120824188
Q8IVB4,0.011396936571075648
Q9Y2Z9,0.011395971551551138
Q9H1I8,0.011391036492079646
O43829,0.011390478383365854
Q9H0A8,0.01138970822759226
P02545,0.011384155544503073
P10321,0.011383202105007942
Q86UA1,0.011380744578837636
P06703,0.011379632701339392
Q9H6U8,0.01137583203783402
Q8WVS4,0.011375334646947977
Q9NP77,0.011374912073434952
Q96PZ0,0.011374774332521395
Q9Y676,0.011374399449109524
Q5U651,0.01137393131737142
Q96RY7,0.011369201434198315
Q8NCN5,0.011368280490464917
P23229,0.011367366105425694
Q15024,0.011367294244896861
P27797,0.01136657084774906
O43491,0.011363428843704133
Q8IYM9,0.011362005805316886
Q16647,0.011361797469426194
P42773,0.011358141995558256
Q1KMD3,0.01135785215849381
Q8TBF4,0.011357829246002335
O14967,0.011354914004955528
Q96EY4,0.011353397620525113
Q9H5V9,0.011353112586793024
P31943,0.011351799265256436
Q5TKA1,0.011351780553807457
P00367,0.011346705433291238
Q8NDH3,0.011340260858278654
Q9BUP0,0.011338094306059924
Q9NR12,0.011337896876583273
Q9H1D9,0.011337874357525627
P24043,0.01133745829536313
Q14320,0.011328943727561108
Q495W5,0.011328678511609427
Q96A19,0.011322457893671966
Q92791,0.011319662152948346
Q9Y4Z0,0.01131630793120707
P08670,0.01131178814492732
O75820,0.011311095079250067
Q8WVK2,0.011306754871608699
Q9NZM4,0.011300234379100492
Q9P281,0.01129831108730433
P11047,0.011295701749357808
Q8TCG1,0.011294951828244117
Q8IXK0,0.011291180584361134
P07355,0.01128937240805082
Q9P016,0.011287444402636909
P15924,0.011286575545981796
Q14919,0.011285601990991729
Q05519,0.011283391797208362
Q92522,0.011280305086619934
P50548,0.01127530060852731
O75923,0.011274554013017652
P48507,0.01127128943020759
Q13356,0.01126979571373606
O95999,0.011268019244441542
Q6PCB5,0.011267827248054365
Q709C8,0.011265929071699205
P20585,0.011264973061739295
Q8N3D4,0.011262362714890473
Q9ULZ3,0.011260856978172943
Q4KMQ2,0.011254444462754063
P06727,0.011253413216333528
Q9NQV6,0.011245058667275728
P13796,0.011235886153303521
Q5MIZ7,0.011235540512360791
P35716,0.01123450495661436
Q8NEJ9,0.011230144642920529
P16885,0.011229927134101312
Q00534,0.011229864674063735
P61289,0.011227803451955627
O14929,0.011226007541323605
P19320,0.011217049088513262
Q8NHV1,0.011216650169455193
Q9NX08,0.011212029481124578
Q13444,0.01120055852663934
P61009,0.011199544066436286
Q9UGU5,0.011199525506471814
Q92629,0.01119925968498364
Q9BTT0,0.01119870310979272
Q8TC05,0.0111984673424409
O94956,0.011197991706380599
Q9HBG6,0.011196949219914747
Q9NPD3,0.011195675756393964
Q9NUV9,0.011190604726269114
O60763,0.011188139927483846
Q96EA4,0.011187805481029024
O60828,0.011186791891955974
P14317,0.011186246626240867
O95239,0.01118583064684386
P56199,0.01118527569774481
Q96QS3,0.011182332269401593
P07942,0.011181326436373335
P82970,0.011181056151292753
P12004,0.011178207536945182
Q9Y2W2,0.011177049426657058
Q96EB6,0.011176793551498471
Q09666,0.01117631440144625
Q15124,0.011170878779040917
Q9H981,0.011170137801445911
Q9UNQ0,0.011169971358645257
Q8NC51,0.011169579114323888
O15230,0.01116807532676112
Q9H0V9,0.01116576930438522
P18206,0.011164107229702945
Q9UBG0,0.011162715273704316
Q99624,0.011158431023732191
Q9NZU0,0.011153843060330366
Q9UFC0,0.01115258765511121
Q9Y2S6,0.011150243923121776
Q9UKG1,0.011149967886964419
Q12805,0.011149936519102866
P27105,0.011147937832249419
P28340,0.011145206998932351
Q9BQ24,0.011143340804668944
Q9UBU8,0.011143130611891523
P31327,0.011139525766600631
Q8WXA3,0.011135855557355192
P41226,0.011132750544021767
Q8IXT5,0.011130833693022178
Q9Y6A4,0.011130199804246664
O96017,0.011125909591897704
Q01081,0.011124003419626091
Q96EB1,0.011122793593253676
Q9BW85,0.011121062215524356
O94923,0.011119605184003387
Q9UMX5,0.011118028212794662
P0DMN0,0.011117975379835032
O75027,0.011115923194341442
P82979,0.011115618394983725
P0C7U0,0.011115498930214513
P15144,0.011114321072111355
Q5HYW2,0.011114080282399394
P24844,0.01111137062013577
Q14126,0.011108281332643894
Q96CD2,0.011105131368528727
Q86U44,0.011103363405233983
Q04721,0.011103078352491651
Q9UJA5,0.011098110754439644
P36897,0.011096334955738241
Q96CC6,0.01109574647946236
Q9Y6C2,0.011095604727254947
O95980,0.01109501955180243
Q13541,0.011090422636272777
Q9P0P0,0.011086325407208442
O95785,0.01108005780784947
Q9NT22,0.011079438434247104
Q6AZY7,0.01107783235781185
Q96EV8,0.011077657896719516
Q8WXA9,0.011077352908750558
O95425,0.011076658801089004
P23497,0.011075910809496794
Q9UK58,0.011071462878437698
Q6PCB0,0.011070766327504101
P30038,0.01106980811828647
Q52LW3,0.011068618915126241
Q9BU23,0.011067062821415853
P08575,0.011066813806026306
Q96C45,0.011066167126089595
Q9BTE7,0.011063937622296318
Q14676,0.011063208324855587
Q96D96,0.011063110116260046
P07339,0.011059631582640598
P09429,0.011056974593748055
Q8N5Y2,0.011056769566338076
Q9UH99,0.011056186709850337
Q9H3N1,0.01105403787828004
P49736,0.011053735529568563
Q8WWP7,0.011052511025065992
P46734,0.011049966916078131
Q14112,0.011045682232352793
P06396,0.011045578313582145
Q8N163,0.011044872915439844
Q8IVL6,0.0110444866755978
P50479,0.011042654016051192
Q9Y383,0.011042052001499209
P10301,0.011041049814295436
Q86SQ0,0.011040946233964732
P14543,0.011039656559092873
O00469,0.011039259966990837
Q96MM6,0.011036294240807171
Q93084,0.011036035631094359
Q9H9F9,0.011034503595530655
P40855,0.011033824537227127
Q86XN7,0.011033646065291253
Q7Z3K3,0.01103354681155974
Q86UA6,0.011032943031178433
Q5SY16,0.011031213408052212
P30533,0.011028990177492162
P61978,0.011026935033685351
Q96PU8,0.011023796550850914
P17302,0.011023354454507368
O75410,0.011022996230498228
Q9P2E9,0.011022862870856489
Q15746,0.011018973666526098
Q9UPY5,0.011017834349705699
P43121,0.011015639523966222
O75376,0.011015390385036301
Q6ZTI6,0.011011984123905761
Q10469,0.011011210724255571
Q8N668,0.011007629939658776
Q01974,0.011006907860004682
O75828,0.011006173994011423
O95777,0.011004630084821674
O95232,0.011004329798038602
Q92800,0.01100242260733489
Q9Y6G5,0.011001220714289524
Q9Y5J9,0.010999589967398849
P50443,0.010999573220310449
Q12824,0.01099936945047514
Q7Z2E3,0.010998933091647392
O95183,0.010998634213804493
Q86WV6,0.010996361745994313
Q6UW68,0.010993726593579223
P08183,0.010993171751319248
Q08357,0.01099246191276088
Q92945,0.010991872982342658
P16284,0.01099102487710575
Q9NPF4,0.010989471550486882
O43736,0.010989381681466676
Q96N64,0.01098917760834038
Q9BTE3,0.010988360911785799
P55899,0.01098791362547542
Q96CS2,0.010983309739317245
Q14432,0.010982417695621763
Q8WUX1,0.010981657337026237
P11217,0.010981084626648804
P49961,0.010980052927642236
Q9UPN6,0.010977957530367063
Q6PJT7,0.010975846066382754
O00571,0.010974258356684322
Q8IVI9,0.010972436769405326
Q9HCE1,0.010971684397803716
Q01628,0.010971354110836407
Q9NWL6,0.010970399495630537
P62487,0.01096992516523483
Q9NZN4,0.0109665839032156
Q9Y6N5,0.010964088588764798
O00501,0.010962837010905014
Q8NCN4,0.010961698715205836
Q9NWZ8,0.010960620280843639
Q9HBI1,0.010960291815623913
P78560,0.010960219367205029
P51884,0.010960146105168735
P12110,0.010957497414989746
Q6NZI2,0.010954995937608448
P62314,0.010953835629163902
Q0ZGT2,0.010952695730223097
P28330,0.010950771410755468
Q93052,0.01094896828078522
Q14566,0.010948396057035249
P60903,0.010948247404274875
P06400,0.010946821343800494
Q92609,0.010946153884344084
Q9BUI4,0.010946134990868639
Q9NP91,0.010942492035942743
O95391,0.010939357861719654
Q9ULQ1,0.010939061333192139
P49321,0.010938892146964014
Q02318,0.010938387399341975
Q63ZY3,0.010937063124453611
Q13868,0.010936832172838229
P08572,0.010936751162000838
Q6UWP2,0.010936278070643896
P39060,0.010935226716763424
P02462,0.010929757763127749
Q8N4S0,0.010929446666580847
P31949,0.010925666484996002
P25205,0.010923635504254773
Q16363,0.010920247128955403
O95810,0.010919129433607767
Q9P2D1,0.010917290813597625
Q5KU26,0.01091660949711765
Q13889,0.010913201413895552
P53708,0.010912739486316955
P05107,0.010912241431203774
Q9NXF7,0.010910057392745738
P83876,0.010908780314362904
Q02809,0.010906559975975469
O15541,0.010903885841757742
Q9NPF5,0.01090374457580736
Q14574,0.010903663983122654
P98082,0.010902858259241904
P51888,0.010902681524923682
P12111,0.010900299722241923
P39059,0.010899122349854382
O00592,0.010897905609913766
P22033,0.010895315184019302
Q969V5,0.01089503154987072
O94911,0.010893660345342008
Q86XI8,0.010893074689659214
P07585,0.010891705461493834
Q15063,0.010891300881052416
Q6UWR7,0.010887957187564683
P08123,0.010885191764371248
O95684,0.010884544930698762
Q96E09,0.010884506090528724
Q13472,0.010882762990502986
Q03167,0.010881448347061356
P0CG40,0.01088029894349768
Q7Z4H7,0.010879408096233598
O75475,0.010877463085459733
Q01105,0.010877178811883147
Q6UB99,0.010876709213116068
Q9NTJ5,0.010875955751446112
Q9NY15,0.010873475189345042
Q8IZ73,0.010872402597249302
Q9BTY2,0.010869268182312885
Q6ZMJ2,0.010868903290908916
P33993,0.010868807007903452
P22897,0.010868116698576747
P38646,0.01086725592820372
O00255,0.010865210758206059
P35556,0.010862754107116214
P21810,0.010861629214702682
Q9NZM1,0.010861150467333927
P26358,0.010859620435294457
Q12884,0.01085906280293564
Q9BYD2,0.010858738725685282
Q9BZQ8,0.010858705319239154
Q9H6K4,0.010858641382768874
O43422,0.010857069305532187
Q86TX2,0.0108568403310071
Q4U2R8,0.010855491079202532
Q9UGN5,0.010855197157801701
Q15742,0.010854223272472685
P33151,0.010852915567807625
Q92564,0.010851032407759047
Q9Y3E5,0.010851016104241438
Q8WVD3,0.01085054583742818
Q03135,0.010848919278969955
Q9Y4F9,0.010848311226259889
O60341,0.010848216107402608
Q969G5,0.010847729870379484
P04839,0.010843443248071032
P00488,0.010843372107791327
Q9ULX6,0.010843357440760324
P05997,0.010835524319670777
O60568,0.010833360758043144
Q92541,0.010829741490025056
Q6VMQ6,0.010826813914183404
Q14573,0.010824849978827659
Q08211,0.010824359942269768
Q8WWT9,0.010822220980886978
Q86VB7,0.01082113888332582
Q16853,0.010820597022455468
P04004,0.010818420177921957
P52630,0.010817993213100053
P16144,0.010817769471077533
Q8WXH0,0.010814125112928792
Q9NSC5,0.010811838948908645
P35080,0.010808209304872106
P62304,0.01080763394670586
P57076,0.010807613653889766
Q12841,0.010806318046062332
P35269,0.010805718768851419
Q9BX79,0.010801777238348695
P39748,0.010800152716316763
P33992,0.010799278521941425
Q05707,0.01079796121552463
Q15424,0.010797629715026763
Q5JSL3,0.010797038013075062
P20908,0.010796338977420649
P17813,0.010792271751764247
Q9NQ48,0.010791856462469282
P18074,0.010789904093872088
Q6JBY9,0.010788543730411047
P14868,0.010786348478421947
Q86UE8,0.01078608928735877
Q8N4X5,0.01078588242088467
Q96J01,0.010785168130652672
Q9NRZ9,0.010782107480002535
Q9NSD5,0.010781307831348114
Q99873,0.010781189959923405
Q99715,0.01078037965747751
Q9Y4C1,0.010780356654064727
P02452,0.01077936827005358
Q6NY19,0.010777165306495959
Q14849,0.01077594665106084
Q86XI2,0.010775922811915204
Q9BXX0,0.010772733449116247
Q16678,0.010771554762945407
Q3ZCQ8,0.010770029989136
Q15003,0.010767643165450811
Q12893,0.01076555565381845
Q96NB3,0.010764036165024898
P04632,0.010759535390860964
Q01740,0.010758118401228619
Q8NBJ5,0.010757549148579043
Q9NV06,0.010757311504494277
P49354,0.01075656349774778
Q96MU7,0.010755909078207206
P02461,0.01075581956486895
Q9NTJ3,0.01075364838477513
Q9Y2Z4,0.010750101855322498
Q96AP7,0.010747951765702222
Q15054,0.01074640473989347
O43663,0.010746260986845004
P33991,0.010745954285166769
Q15021,0.01074246124179416
Q68DK7,0.010738234971019337
Q9BPX3,0.010736384173942147
Q9Y5Y7,0.010732551119393027
Q68CZ6,0.01073212508186237
Q13425,0.01072858661682252
Q15653,0.010727818126158858
P04275,0.010727794965661638
P02792,0.01072756005185753
Q9HBL0,0.010726433169542443
P01130,0.010723588757803017
Q6NZ67,0.010723485571468487
Q99959,0.010720460750487062
O75751,0.010719382443058766
P62280,0.010716701203213752
Q15287,0.010716212927187087
Q14764,0.010715655898427
Q8NBN7,0.010713996428709356
Q9UH73,0.010713958780368975
P12107,0.010711621800515277
Q96GM5,0.010708589517021432
Q5T3J3,0.010706325151847032
Q6UX04,0.010705807872425149
P20774,0.010704005406049382
P11388,0.010703715057241023
Q15650,0.010698771598426941
Q9BRZ2,0.01069795869364617
O95347,0.010690208475214848
O94804,0.010689209240170961
Q15149,0.010689152507393404
Q6DKJ4,0.010687637006419445
Q15388,0.01068706413985864
P49335,0.010682984320064457
Q9P013,0.010681439769003353
Q9UK59,0.010678848773688682
P36269,0.010675054135555431
P08648,0.010674484184084735
Q8TE99,0.01067066748163523
Q96G03,0.01066946138263914
Q9P266,0.010668716638572887
Q9H2P0,0.010667773482944606
Q9BU76,0.010666702364444799
P55008,0.010666282148524102
Q9UHQ1,0.010663946424095253
Q15596,0.010661891575828718
Q9BWU0,0.010661774976140497
Q96SM3,0.010658278417925268
Q8TA86,0.010654258968009476
O43772,0.010653157657183965
Q9ULI3,0.010646200157414727
P50416,0.010644698329864942
Q92626,0.01064391240056357
P17535,0.010638712741129706
Q15645,0.01063774328667634
Q92576,0.010636920066332777
O95104,0.010635781173044248
O14498,0.010632199566301041
Q06828,0.010630482005707572
Q9BWJ5,0.010627699416306024
Q8TAP6,0.01062351813150878
Q8N6N3,0.010619422225058411
Q96T88,0.010618433418282365
Q5TBB1,0.010616972613340546
Q8NBQ5,0.010611576223259317
P12109,0.010609479565954602
P82664,0.010608156742309638
Q9H8L6,0.010607997474789913
Q8IUX7,0.01060723917071421
O75881,0.010602910250777378
Q13480,0.010602439863441799
A3KMH1,0.010600077492781442
Q8N5Y8,0.010599536656466417
Q15418,0.010596164871683939
Q7Z3B3,0.01059567382447329
Q14571,0.010595184068182523
P22626,0.010592646752320998
Q08AF3,0.010584996167118933
Q9H9Q4,0.010579908327231007
Q5PRF9,0.010576163745554775
Q9NS56,0.0105752364800087
P49005,0.010572014768698344
Q03164,0.010563474482387794
Q99808,0.010560705848244818
Q15906,0.010559846550736472
Q99575,0.010556826246321975
O60858,0.010550461529725379
O14777,0.010547971693418671
Q9Y224,0.010547439433411531
P30531,0.010542562610255678
Q5QJ74,0.010540972743356894
Q14151,0.010538600362118615
Q9NPJ3,0.010535891433236152
Q5T4D3,0.010534109418683345
Q9H4Z3,0.010533857308158343
Q9NP58,0.010533341405575812
Q9BW19,0.010532835077763985
Q96A26,0.01053129459803036
Q9HC52,0.010526720913120246
Q8WUK0,0.010518929923236978
P98160,0.01051810832275827
Q13217,0.010516352345342247
Q9BW71,0.010512036190907282
Q9H3P2,0.010511400442452495
Q9BRX5,0.010511036905064833
P46013,0.010510081063370398
Q92545,0.010508368668838019
Q16625,0.010497392902751958
P28906,0.01049451442469509
Q9P0J1,0.010494506492273637
Q2M1P5,0.010490864024107661
Q8TE02,0.010490689150349192
O60234,0.010488131561650316
Q8WY36,0.010480729751150851
O75191,0.010478462309268688
Q8TCJ2,0.010474726647077019
O75398,0.010474608491864337
Q13586,0.010458246883663683
P18858,0.01045559843566082
Q49AR2,0.010453790000341232
Q07075,0.010453703720597935
Q15014,0.01045345930546867
Q9Y5P4,0.010450801031231407
Q9HBM1,0.010449427818219042
Q8IY18,0.010447623586664697
P05091,0.01044567754072119
Q6VN20,0.01044402632791047
O75792,0.010443647914649554
Q9UBD5,0.010439929350814446
Q9Y617,0.010439777385678788
Q9BYW2,0.01043629506523651
Q15717,0.010434367856193248
O14907,0.010429728230864917
P06493,0.010426623365274737
P98179,0.01042526686678738
Q96EY7,0.010423517412670329
Q8WWV3,0.010422276723984745
Q13257,0.01042056483878973
Q9NVI1,0.010415079971293666
Q92759,0.010410852210097587
Q16531,0.010405070045615207
Q9NUD5,0.010404598372404013
P48735,0.0104038399374411
Q9P2L0,0.010401017767173271
Q9BTA9,0.010391144392220488
Q9GZM5,0.010390054653722433
Q9NZH0,0.010387224541992967
Q96P44,0.010386892244107658
P17098,0.010386708105530601
O43251,0.010385458734881697
P13984,0.010381537120890858
Q9H3J6,0.010380176234207771
Q8IY95,0.010374642472725832
P0DTL6,0.010374549641392604
Q99766,0.010369683391747623
P39023,0.010367207245461892
Q8N806,0.01036402581789825
P49915,0.010362898815317398
Q15796,0.010362734819347727
Q13724,0.010361550128048038
Q8TDP1,0.010361129464526093
Q63HR2,0.01035623831852476
Q15582,0.010353696586029843
Q2M1Z3,0.010352496360401529
P51532,0.010352017825558255
O00160,0.010341391905818082
Q9UHX1,0.010339762583947514
Q8NBT2,0.010339221045946194
P53355,0.010337512708702881
P22415,0.010336824844082448
P12429,0.010329993528045683
P09601,0.010326700056486858
Q96EI5,0.010322920080978298
Q8WYB5,0.010322619464519211
Q9NYH9,0.01032168486778548
Q9Y248,0.010321633850133191
P52789,0.010318572161566952
P0C1Z6,0.010310357566208916
Q969V3,0.010310038940282882
P07711,0.010309481217858088
Q5T3I0,0.010306522515709711
Q2TAK8,0.010298697108916333
Q13884,0.01029840064868862
P31040,0.010297416133538219
Q9P287,0.010296030503535858
Q09161,0.010291615885728583
P20248,0.010290564698263574
Q9UHI5,0.0102882372229307
Q9UIV1,0.010281459832163246
Q9HCE5,0.010280932503421452
Q8N0Y2,0.010280491076034397
Q9Y394,0.010274857929895811
Q06330,0.010269301959357132
Q9Y6A9,0.010268059784425614
Q9Y6N6,0.010267744762253263
P52732,0.010261137591910037
P98095,0.010260277548940178
Q9ULW0,0.01025928027747139
Q9NZ63,0.010256492142852042
Q9HAV4,0.010244488562743929
P35226,0.010244474524799312
Q96IZ0,0.010243905870562115
P35475,0.010241770562118651
Q8IZL8,0.010233971392323633
Q7L592,0.010228446848297807
Q96LZ7,0.010222875775363741
O94788,0.010220626121932483
P00387,0.010214369592247878
Q6P1A2,0.010214140393717694
P02749,0.010202049975125723
Q9NRN5,0.01020199217901491
Q8N5F7,0.010201963688369512
P31350,0.010198678927693992
Q15059,0.010198001871273685
Q9UHB9,0.01019763046603709
Q01995,0.010195209820559548
Q13765,0.01019349117523674
Q9P215,0.010192548549949734
O15357,0.010181460051690263
O95363,0.010178769742624286
O75323,0.010163702375101093
Q9NYL9,0.010157500807370252
Q2TAL8,0.010155756170280637
P48431,0.01015139146141439
Q92633,0.010150069547188976
Q14657,0.010148862745869907
P38159,0.010147803035558133
O15143,0.01014055447441135
Q9UKK9,0.01013698700079142
Q12802,0.010125151710761072
Q9Y2U8,0.010124740910131668
Q9NYU2,0.010122549094751
Q08554,0.010121506455823045
Q09028,0.010110490198571636
Q9H944,0.010104884484082373
O60930,0.010102307710221387
Q9H6R4,0.010098538018024907
Q99878,0.010097283654106563
Q9Y237,0.010095632726942695
P53370,0.01009024223747427
Q2KHR3,0.010088979236967997
Q9Y6J0,0.010081336065672453
Q99729,0.010076872745722578
Q9H6L2,0.010075843745915485
Q8IUE6,0.010075578423423397
Q9BXS6,0.010074120169436795
Q99757,0.010070875572338179
Q9Y5M8,0.010067717766626526
Q8IX04,0.010065499471923683
O94927,0.010064972389042501
O15164,0.010062563339360519
P18621,0.010060809665926663
Q86X95,0.0100597008448476
Q6NUQ1,0.010056044390260433
Q9H0E9,0.010055496874597062
Q9H3H5,0.010052797809263294
Q9Y6V7,0.010052023843249849
A9UHW6,0.010042986397075212
Q8N490,0.010041344259622442
Q56P03,0.010038373515216735
O75530,0.010035998961643951
P47813,0.010033535156732235
P20645,0.010033406511690717
Q03468,0.010031244195009543
Q99538,0.010026454692304171
Q9BYD6,0.010025489872784864
Q96NY7,0.010019430859758007
Q96LA8,0.010017451153846509
P23246,0.010009852550469137
Q5BKZ1,0.010008366448711274
Q9HCK8,0.010007060781439632
Q5VU43,0.010004472061198172
Q8IWZ8,0.010001787109487539
P82673,0.010000461660707349
Q06945,0.009997931699290474
Q9UKU9,0.009995671187487377
Q9UBW7,0.009992972275574892
Q86WX3,0.009986265815983015
O95905,0.00998532129683617
P12829,0.00998400464122399
Q07065,0.00998220212795845
Q9BS26,0.009980343432658715
Q9NZJ5,0.009979908476066173
A0FGR8,0.009972453713333095
P23142,0.009971452088050841
P57071,0.00996366896251939
O14981,0.009963522653439616
Q05329,0.009962331038233503
P22830,0.009960417045063555
Q9Y466,0.009956476441599745
O00159,0.009955236351405626
P48065,0.009952302665146967
Q9BRT9,0.00995192182104704
P52292,0.009947555354328832
Q9UBP9,0.009945929094967663
Q96TA2,0.009945121983157838
Q14691,0.009943619795832534
Q96EP1,0.009939891662753681
P85037,0.009936407108007765
Q16630,0.009932542512230474
Q9H7X7,0.00993046460241451
P50895,0.009929224962453952
Q6EMK4,0.009923540284572476
P41229,0.009921975226826868
Q96RE7,0.009919304752780534
Q9UHB7,0.0099176169981484
Q6PCB7,0.009909041403470943
Q04656,0.00990706155508615
O14972,0.009904328346353504
P11279,0.009901663460602592
Q9NPD8,0.009899799755470699
O43175,0.009895874995485379
Q14103,0.009891533210931159
P52739,0.009879622158865039
Q9UNS1,0.00987589168420338
O14757,0.009874903018993186
P53804,0.00987383134205423
Q8N3T6,0.009873805970661906
Q9H875,0.009872847438556933
Q8IYS1,0.009872439992131825
Q9H4L7,0.009865064458962958
P28676,0.00986038764784052
Q99081,0.009856285706094323
Q8TAM2,0.009854305363753202
Q53HV7,0.00985211430238992
Q8NFD5,0.00985153825956549
Q86UX2,0.009851134606496748
P31152,0.00985064833224026
Q96A35,0.00983825638220565
P16104,0.009834846573446125
Q15375,0.009834225968534116
P55160,0.009833693766283215
Q9P0K8,0.009833598964980542
P62266,0.00982820791858277
Q07954,0.009824893939040789
Q5IS56,0.009823948227458794
A6NFI3,0.009820710050700987
P05106,0.009816724531154222
Q14807,0.009814153466279377
Q9BPY3,0.00980466393904264
P00374,0.00980362914502587
Q15075,0.009795207928056049
P35749,0.009794823850979347
Q5JRA6,0.009794068145544878
P55769,0.00979100071719184
Q9Y3D6,0.009790095046449121
Q9Y3I0,0.009788057892585583
Q92834,0.009778936936791853
Q13740,0.009777659664724896
Q14699,0.009777345944156966
Q9Y2Y0,0.009773413643229706
O43719,0.009772450411926741
Q8TCU4,0.009772123869936714
Q16891,0.009769506244978757
Q9NVX2,0.009769503101357145
P26885,0.009766578475222597
Q9Y4B6,0.009759952039292282
Q9NZU5,0.009754395011500107
Q15070,0.009754347874488409
P82650,0.009750928575729558
Q02413,0.009746390499819527
Q5T5P2,0.009746096358721125
Q96EY8,0.009740540259999712
Q96KB5,0.00973797418644275
Q8TF68,0.009735123549979963
Q9NWS6,0.009735049939243994
Q9NW15,0.009734850247411879
Q9NVI7,0.00973153966260946
Q9HCD5,0.009726750884125506
Q8N392,0.009724900157612926
Q9Y4A0,0.009722233154067823
O95786,0.009719177797599076
Q86VX2,0.009717706700750632
O60671,0.009715845235724895
Q15208,0.009715580533363341
Q99707,0.009712371026075235
Q5HYI8,0.009707197873485472
P51610,0.009704491869378004
Q9P1Y6,0.009701867773495045
Q9UKA4,0.009701701692888942
P27169,0.009700864927986089
A6NIH7,0.009699264040981948
P28838,0.009692803332029858
P17844,0.009691173851608387
Q9Y6R1,0.009690764653479077
Q9NVU0,0.009687544264630648
Q92547,0.009684032289824493
Q4LDE5,0.00967868669215859
Q9UPN9,0.009676482666024269
P53007,0.009676418993056084
P14859,0.009675720827212641
Q07666,0.009672469724909488
Q9H0E3,0.009662793426298302
P42702,0.00965979782496914
